Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
-----------------------------------------------
                0.00    0.00  327874/327874      atomic [25]
[177]    0.0    0.00    0.00  327874         convergeephemerons [177]
-----------------------------------------------
                0.00    0.00       1/163945      lua_pushstring [109]
                0.00    0.00       1/163945      lua_gc [112]
                0.00    0.00       1/163945      lua_newuserdatauv [110]
                0.00    0.00       1/163945      entergen [113]
                0.00    0.00       1/163945      luaL_getsubtable [95]
                0.00    0.00       1/163945      luaopen_debug [89]
                0.00    0.00       1/163945      luaopen_package [26]
                0.00    0.00       1/163945      luaopen_string [83]
                0.00    0.00       1/163945      luaopen_table [90]
                0.00    0.00  163936/163945      luaC_step [14]
[178]    0.0    0.00    0.00  163945         luaE_setdebt [178]
-----------------------------------------------
                0.00    0.00       1/163938      luaC_freeallobjects [5]
                0.00    0.00  163937/163938      atomic [25]
[179]    0.0    0.00    0.00  163938         separatetobefnz [179]
-----------------------------------------------
                0.00    0.00       1/163937      entergen [113]
                0.00    0.00  163936/163937      luaC_step [14]
[180]    0.0    0.00    0.00  163937         finishgencycle [180]
                0.00    0.00  655748/655748      correctgraylist [174]
-----------------------------------------------
                0.00    0.00      17/254         addk [42]
                0.00    0.00      34/254         luaX_newstring [79]
                0.00    0.00     203/254         luaV_finishset [64]
[181]    0.0    0.00    0.00     254         luaH_finishset [181]
-----------------------------------------------
                0.00    0.00     236/236         freeobj [28]
[182]    0.0    0.00    0.00     236         luaS_remove [182]
-----------------------------------------------
                0.00    0.00       3/224         lua_rawget [258]
                0.00    0.00      25/224         luaH_newkey <cycle 4> [49]
                0.00    0.00      42/224         addk [42]
                0.00    0.00     154/224         luaH_resize <cycle 4> [122]
[183]    0.0    0.00    0.00     224         luaH_get [183]
-----------------------------------------------
                0.00    0.00       1/203         luaopen_string [83]
                0.00    0.00       1/203         luaopen_utf8 [88]
                0.00    0.00       2/203         luaL_newmetatable [97]
                0.00    0.00       2/203         luaopen_base [47]
                0.00    0.00       2/203         setpath [98]
                0.00    0.00       3/203         luaL_getsubtable [95]
                0.00    0.00       4/203         luaopen_math [81]
                0.00    0.00       5/203         luaopen_package [26]
                0.00    0.00       6/203         luaopen_io [78]
                0.00    0.00      10/203         luaL_requiref <cycle 1> [87]
                0.00    0.00     167/203         luaL_setfuncs [67]
[184]    0.0    0.00    0.00     203         lua_setfield [184]
-----------------------------------------------
                0.00    0.00      21/110         luaH_free [124]
                0.00    0.00      23/110         propagatemark [36]
                0.00    0.00      25/110         luaH_newkey <cycle 4> [49]
                0.00    0.00      41/110         luaH_resize <cycle 4> [122]
[185]    0.0    0.00    0.00     110         luaH_realasize [185]
-----------------------------------------------
                0.00    0.00       4/96          restassign [66]
                0.00    0.00      28/96          statement <cycle 2> [40]
                0.00    0.00      64/96          subexpr <cycle 3> [85]
[186]    0.0    0.00    0.00      96         luaE_incCstack [186]
-----------------------------------------------
                0.00    0.00       1/82          docall <cycle 1> [167]
                0.00    0.00       1/82          pmain <cycle 1> [38]
                0.00    0.00       1/82          luaL_newmetatable [97]
                0.00    0.00       1/82          luaL_loadfilex <cycle 1> [156]
                0.00    0.00       1/82          luaopen_base [47]
                0.00    0.00       1/82          luaopen_coroutine [91]
                0.00    0.00       1/82          luaopen_debug [89]
                0.00    0.00       1/82          luaopen_os [92]
                0.00    0.00       1/82          luaopen_table [90]
                0.00    0.00       1/82          luaopen_utf8 [88]
                0.00    0.00       2/82          luaL_len [50]
                0.00    0.00       3/82          warnfon [119]
                0.00    0.00       3/82          luaL_addvalue [250]
                0.00    0.00       3/82          luaL_getsubtable [95]
                0.00    0.00       3/82          luaB_print [126]
                0.00    0.00       3/82          luaopen_math [81]
                0.00    0.00       3/82          str_format [125]
                0.00    0.00       4/82          luaopen_io [78]
                0.00    0.00       4/82          luaopen_string [83]
                0.00    0.00       5/82          luaopen_package [26]
                0.00    0.00       9/82          luaL_testudata [137]
                0.00    0.00      10/82          luaL_openlibs <cycle 1> [93]
                0.00    0.00      20/82          luaL_requiref <cycle 1> [87]
[187]    0.0    0.00    0.00      82         lua_settop [187]
-----------------------------------------------
                0.00    0.00       2/70          lua_rawgeti [43]
                0.00    0.00       3/70          lua_rawget [258]
                0.00    0.00       5/70          lua_setmetatable [151]
                0.00    0.00       6/70          lua_rawseti [23]
                0.00    0.00      18/70          lua_rawequal [226]
                0.00    0.00      36/70          lua_getfield [121]
[188]    0.0    0.00    0.00      70         index2value [188]
-----------------------------------------------
                0.00    0.00       1/49          luaS_init [153]
                0.00    0.00      23/49          luaX_init [129]
                0.00    0.00      25/49          luaT_init [128]
[189]    0.0    0.00    0.00      49         luaC_fix [189]
-----------------------------------------------
                0.00    0.00       5/44          luaK_dischargevars [159]
                0.00    0.00       9/44          luaK_exp2nextreg [163]
                0.00    0.00      12/44          luaK_storevar [100]
                0.00    0.00      18/44          freeexps [223]
[190]    0.0    0.00    0.00      44         luaY_nvarstack [190]
-----------------------------------------------
                0.00    0.00      43/43          llex [70]
[191]    0.0    0.00    0.00      43         inclinenumber [191]
                0.00    0.00       2/3           luaZ_fill [255]
-----------------------------------------------
                0.00    0.00       1/40          luaH_newkey <cycle 4> [49]
                0.00    0.00      39/40          luaH_resize <cycle 4> [122]
[192]    0.0    0.00    0.00      40         luaO_ceillog2 [192]
-----------------------------------------------
                0.00    0.00       1/40          luaL_newmetatable [97]
                0.00    0.00       1/40          luaopen_base [47]
                0.00    0.00       2/40          luaopen_io [78]
                0.00    0.00       2/40          luaopen_string [83]
                0.00    0.00       3/40          luaL_tolstring [116]
                0.00    0.00       3/40          luaL_setfuncs [67]
                0.00    0.00       3/40          luaL_getsubtable [95]
                0.00    0.00       5/40          luaopen_package [26]
                0.00    0.00      20/40          luaL_requiref <cycle 1> [87]
[193]    0.0    0.00    0.00      40         lua_pushvalue [193]
-----------------------------------------------
                0.00    0.00       5/37          fieldsel [74]
                0.00    0.00      32/37          singlevar [46]
[194]    0.0    0.00    0.00      37         luaK_exp2anyregup [194]
-----------------------------------------------
                0.00    0.00       2/36          forbody <cycle 2> [104]
                0.00    0.00       3/36          finishbinexpneg [107]
                0.00    0.00       4/36          statement <cycle 2> [40]
                0.00    0.00       4/36          codearith [102]
                0.00    0.00       7/36          finishbinexpval [105]
                0.00    0.00      16/36          funcargs <cycle 3> [77]
[195]    0.0    0.00    0.00      36         luaK_fixline [195]
-----------------------------------------------
                0.00    0.00       9/34          luaL_testudata [137]
                0.00    0.00      25/34          addk [42]
[196]    0.0    0.00    0.00      34         luaV_equalobj [196]
-----------------------------------------------
                0.00    0.00      32/32          luaV_execute <cycle 1> [3]
[197]    0.0    0.00    0.00      32         luaG_traceexec [197]
-----------------------------------------------
                0.00    0.00       4/31          luaV_execute <cycle 1> [3]
                0.00    0.00      27/31          luaD_precall <cycle 1> [11]
[198]    0.0    0.00    0.00      31         luaD_poscall [198]
-----------------------------------------------
                0.00    0.00      19/19          luaO_pushvfstring [138]
[199]    0.0    0.00    0.00      19         addstr2buff [199]
-----------------------------------------------
                0.00    0.00       1/19          body <cycle 2> [84]
                0.00    0.00       1/19          subexpr <cycle 3> [85]
                0.00    0.00       1/19          luaY_parser [34]
                0.00    0.00      16/19          funcargs <cycle 3> [77]
[200]    0.0    0.00    0.00      19         luaK_codeABCk [200]
-----------------------------------------------
                0.00    0.00       5/18          discharge2reg [75]
                0.00    0.00       6/18          close_func [142]
                0.00    0.00       7/18          statement <cycle 2> [40]
[201]    0.0    0.00    0.00      18         luaK_ret [201]
-----------------------------------------------
                0.00    0.00      17/17          read_numeral [94]
[202]    0.0    0.00    0.00      17         luaO_str2num [202]
-----------------------------------------------
                0.00    0.00       1/17          pmain <cycle 1> [38]
                0.00    0.00      16/17          luaL_setfuncs [67]
[203]    0.0    0.00    0.00      17         lua_pushboolean [203]
-----------------------------------------------
                0.00    0.00       1/17          pmain <cycle 1> [38]
                0.00    0.00       1/17          luaL_loadfilex <cycle 1> [156]
                0.00    0.00       2/17          docall <cycle 1> [167]
                0.00    0.00       3/17          luaL_pushresult [157]
                0.00    0.00      10/17          luaL_requiref <cycle 1> [87]
[204]    0.0    0.00    0.00      17         lua_rotate [204]
-----------------------------------------------
                                   6             luaD_rawrunprotected <cycle 1> [32]
                                  10             lua_callk <cycle 1> [220]
[205]    0.0    0.00    0.00      16         luaD_callnoyield <cycle 1> [205]
                                  16             luaD_precall <cycle 1> [11]
                                   1             luaV_execute <cycle 1> [3]
-----------------------------------------------
                0.00    0.00       1/16          luaL_checkstack [268]
                0.00    0.00      15/16          luaL_setfuncs [67]
[206]    0.0    0.00    0.00      16         lua_checkstack [206]
-----------------------------------------------
                0.00    0.00       3/15          luaL_getsubtable [95]
                0.00    0.00       6/15          luaL_callmeta [118]
                0.00    0.00       6/15          luaL_tolstring [116]
[207]    0.0    0.00    0.00      15         lua_absindex [207]
-----------------------------------------------
                0.00    0.00       6/15          luaL_callmeta [118]
                0.00    0.00       9/15          luaL_testudata [137]
[208]    0.0    0.00    0.00      15         lua_getmetatable [208]
-----------------------------------------------
                0.00    0.00      14/14          lua_getfield [121]
[209]    0.0    0.00    0.00      14         luaV_finishget [209]
-----------------------------------------------
                0.00    0.00       4/13          statement <cycle 2> [40]
                0.00    0.00       9/13          restassign [66]
[210]    0.0    0.00    0.00      13         check_readonly [210]
-----------------------------------------------
                0.00    0.00       2/13          forbody <cycle 2> [104]
                0.00    0.00       3/13          statement <cycle 2> [40]
                0.00    0.00       3/13          restassign [66]
                0.00    0.00       5/13          body <cycle 2> [84]
[211]    0.0    0.00    0.00      13         luaK_reserveregs [211]
-----------------------------------------------
                0.00    0.00       1/13          luaL_loadfilex <cycle 1> [156]
                0.00    0.00       3/13          luaL_checklstring [252]
                0.00    0.00       3/13          luaL_addvalue [250]
                0.00    0.00       3/13          luaB_print [126]
                0.00    0.00       3/13          str_format [125]
[212]    0.0    0.00    0.00      13         lua_tolstring [212]
-----------------------------------------------
                0.00    0.00       3/12          luaL_addvalue [250]
                0.00    0.00       9/12          str_format [125]
[213]    0.0    0.00    0.00      12         prepbuffsize [213]
-----------------------------------------------
                0.00    0.00       1/11          luaK_infix [170]
                0.00    0.00      10/11          codeABRK [101]
[214]    0.0    0.00    0.00      11         luaK_exp2K [214]
-----------------------------------------------
                0.00    0.00      11/11          luaS_newudata [140]
[215]    0.0    0.00    0.00      11         luaS_hashlongstr [215]
-----------------------------------------------
                0.00    0.00       1/11          pmain <cycle 1> [38]
                0.00    0.00      10/11          luaL_openlibs <cycle 1> [93]
[216]    0.0    0.00    0.00      11         lua_setglobal [216]
-----------------------------------------------
                0.00    0.00       1/11          main [1]
                0.00    0.00      10/11          luaL_requiref <cycle 1> [87]
[217]    0.0    0.00    0.00      11         lua_toboolean [217]
-----------------------------------------------
                0.00    0.00       2/10          statement <cycle 2> [40]
                0.00    0.00       4/10          check_match [99]
                0.00    0.00       4/10          funcargs <cycle 3> [77]
[218]    0.0    0.00    0.00      10         luaK_setreturns [218]
-----------------------------------------------
                0.00    0.00       1/10          pmain <cycle 1> [38]
                0.00    0.00       1/10          luaopen_coroutine [91]
                0.00    0.00       1/10          luaopen_debug [89]
                0.00    0.00       1/10          luaopen_io [78]
                0.00    0.00       1/10          luaopen_math [81]
                0.00    0.00       1/10          luaopen_package [26]
                0.00    0.00       1/10          luaopen_os [92]
                0.00    0.00       1/10          luaopen_string [83]
                0.00    0.00       1/10          luaopen_table [90]
                0.00    0.00       1/10          luaopen_utf8 [88]
[219]    0.0    0.00    0.00      10         luaL_checkversion_ [219]
                0.00    0.00      10/10          lua_version [222]
-----------------------------------------------
                                  10             luaL_requiref <cycle 1> [87]
[220]    0.0    0.00    0.00      10         lua_callk <cycle 1> [220]
                                  10             luaD_callnoyield <cycle 1> [205]
-----------------------------------------------
                0.00    0.00       1/10          pmain <cycle 1> [38]
                0.00    0.00       9/10          luaL_testudata [137]
[221]    0.0    0.00    0.00      10         lua_touserdata [221]
-----------------------------------------------
                0.00    0.00      10/10          luaL_checkversion_ [219]
[222]    0.0    0.00    0.00      10         lua_version [222]
-----------------------------------------------
                0.00    0.00       2/9           luaK_posfix [106]
                0.00    0.00       7/9           finishbinexpval [105]
[223]    0.0    0.00    0.00       9         freeexps [223]
                0.00    0.00      18/44          luaY_nvarstack [190]
-----------------------------------------------
                0.00    0.00       4/9           forbody <cycle 2> [104]
                0.00    0.00       5/9           body <cycle 2> [84]
[224]    0.0    0.00    0.00       9         luaK_codeABx [224]
-----------------------------------------------
                0.00    0.00       9/9           str_format [125]
[225]    0.0    0.00    0.00       9         luaL_prepbuffsize [225]
-----------------------------------------------
                0.00    0.00       9/9           luaL_testudata [137]
[226]    0.0    0.00    0.00       9         lua_rawequal [226]
                0.00    0.00      18/70          index2value [188]
-----------------------------------------------
                0.00    0.00       1/8           docall <cycle 1> [167]
                0.00    0.00       1/8           luaL_loadfilex <cycle 1> [156]
                0.00    0.00       3/8           luaB_print [126]
                0.00    0.00       3/8           str_format [125]
[227]    0.0    0.00    0.00       8         lua_gettop [227]
-----------------------------------------------
                0.00    0.00       2/8           luaopen_math [81]
                0.00    0.00       6/8           os_clock [235]
[228]    0.0    0.00    0.00       8         lua_pushnumber [228]
-----------------------------------------------
                0.00    0.00       7/7           luaK_posfix [106]
[229]    0.0    0.00    0.00       7         constfolding [229]
-----------------------------------------------
                                   1             luaD_protectedparser <cycle 1> [71]
                                   2             lua_pcallk <cycle 1> [264]
               12.46    2.26       4/7           GCTM [6]
[230]    0.0    0.00    0.00       7         luaD_pcall <cycle 1> [230]
                                   7             luaD_rawrunprotected <cycle 1> [32]
-----------------------------------------------
                0.00    0.00       6/6           checkformat [246]
[231]    0.0    0.00    0.00       6         get2digits [231]
-----------------------------------------------
                0.00    0.00       6/6           close_func [142]
[232]    0.0    0.00    0.00       6         luaK_finish [232]
-----------------------------------------------
                0.00    0.00       1/6           pmain <cycle 1> [38]
                0.00    0.00       2/6           luaL_len [50]
                0.00    0.00       3/6           luaL_tolstring [116]
[233]    0.0    0.00    0.00       6         lua_tointegerx [233]
-----------------------------------------------
                0.00    0.00       6/6           luaL_tolstring [116]
[234]    0.0    0.00    0.00       6         lua_type [234]
-----------------------------------------------
                0.00    0.00       6/6           luaD_precall <cycle 1> [11]
[235]    0.0    0.00    0.00       6         os_clock [235]
                0.00    0.00       6/8           lua_pushnumber [228]
-----------------------------------------------
                0.00    0.00       2/6           statement <cycle 2> [40]
                0.00    0.00       2/6           test_then_block <cycle 2> [80]
                0.00    0.00       2/6           luaK_goiftrue [172]
[236]    0.0    0.00    0.00       6         patchlistaux [236]
-----------------------------------------------
                0.00    0.00       1/5           luaK_posfix [106]
                0.00    0.00       2/5           restassign [66]
                0.00    0.00       2/5           luaK_infix [170]
[237]    0.0    0.00    0.00       5         luaK_setoneret [237]
-----------------------------------------------
                0.00    0.00       1/5           main [1]
                0.00    0.00       4/5           luaopen_math [81]
[238]    0.0    0.00    0.00       5         lua_pushinteger [238]
-----------------------------------------------
                0.00    0.00       4/4           read_numeral [94]
[239]    0.0    0.00    0.00       4         check_next2 [239]
-----------------------------------------------
                0.00    0.00       2/4           createlabel [171]
                0.00    0.00       2/4           forbody <cycle 2> [104]
[240]    0.0    0.00    0.00       4         luaK_getlabel [240]
-----------------------------------------------
                0.00    0.00       2/4           statement <cycle 2> [40]
                0.00    0.00       2/4           test_then_block <cycle 2> [80]
[241]    0.0    0.00    0.00       4         luaK_patchtohere [241]
-----------------------------------------------
                0.00    0.00       4/4           GCTM [6]
[242]    0.0    0.00    0.00       4         luaT_gettmbyobj [242]
-----------------------------------------------
                0.00    0.00       1/4           main [1]
                0.00    0.00       3/4           str_format [125]
[243]    0.0    0.00    0.00       4         lua_pushlightuserdata [243]
-----------------------------------------------
                0.00    0.00       3/3           str_format [125]
[244]    0.0    0.00    0.00       3         addlenmod [244]
-----------------------------------------------
                0.00    0.00       3/3           luaO_pushvfstring [138]
[245]    0.0    0.00    0.00       3         addnum2buff [245]
-----------------------------------------------
                0.00    0.00       3/3           str_format [125]
[246]    0.0    0.00    0.00       3         checkformat [246]
                0.00    0.00       6/6           get2digits [231]
-----------------------------------------------
                0.00    0.00       3/3           luaD_reallocstack [164]
[247]    0.0    0.00    0.00       3         correctstack [247]
-----------------------------------------------
                0.00    0.00       3/3           luaZ_fill [255]
[248]    0.0    0.00    0.00       3         getF [248]
-----------------------------------------------
                0.00    0.00       1/3           luaK_infix [170]
                0.00    0.00       2/3           luaK_posfix [106]
[249]    0.0    0.00    0.00       3         isSCnumber [249]
-----------------------------------------------
                0.00    0.00       3/3           str_format [125]
[250]    0.0    0.00    0.00       3         luaL_addvalue [250]
                0.00    0.00       3/13          lua_tolstring [212]
                0.00    0.00       3/12          prepbuffsize [213]
                0.00    0.00       3/82          lua_settop [187]
-----------------------------------------------
                0.00    0.00       3/3           str_format [125]
[251]    0.0    0.00    0.00       3         luaL_buffinit [251]
-----------------------------------------------
                0.00    0.00       3/3           str_format [125]
[252]    0.0    0.00    0.00       3         luaL_checklstring [252]
                0.00    0.00       3/13          lua_tolstring [212]
-----------------------------------------------
                0.00    0.00       3/3           str_format [125]
[253]    0.0    0.00    0.00       3         luaL_checknumber [253]
                0.00    0.00       3/3           lua_tonumberx [259]
-----------------------------------------------
                0.00    0.00       3/3           getgeneric [165]
[254]    0.0    0.00    0.00       3         luaS_eqlngstr [254]
-----------------------------------------------
                0.00    0.00       1/3           f_parser [35]
                0.00    0.00       2/3           inclinenumber [191]
[255]    0.0    0.00    0.00       3         luaZ_fill [255]
                0.00    0.00       3/3           getF [248]
-----------------------------------------------
                0.00    0.00       3/3           luaL_tolstring [116]
[256]    0.0    0.00    0.00       3         lua_isinteger [256]
-----------------------------------------------
                0.00    0.00       3/3           io_noclose [117]
[257]    0.0    0.00    0.00       3         lua_pushnil [257]
-----------------------------------------------
                0.00    0.00       3/3           warnfon [119]
[258]    0.0    0.00    0.00       3         lua_rawget [258]
                0.00    0.00       3/70          index2value [188]
                0.00    0.00       3/224         luaH_get [183]
-----------------------------------------------
                0.00    0.00       3/3           luaL_checknumber [253]
[259]    0.0    0.00    0.00       3         lua_tonumberx [259]
-----------------------------------------------
                0.00    0.00       2/2           luaD_rawrunprotected <cycle 1> [32]
[260]    0.0    0.00    0.00       2         f_call [260]
-----------------------------------------------
                0.00    0.00       2/2           luaD_precall <cycle 1> [11]
[261]    0.0    0.00    0.00       2         luaD_growstack [261]
-----------------------------------------------
                0.00    0.00       2/2           luaY_parser [34]
[262]    0.0    0.00    0.00       2         luaD_inctop [262]
-----------------------------------------------
                0.00    0.00       2/2           luaK_goiftrue [172]
[263]    0.0    0.00    0.00       2         luaK_concat [263]
-----------------------------------------------
                                   1             docall <cycle 1> [167]
                3.12    0.56       1/7           main [1]
[264]    0.0    0.00    0.00       2         lua_pcallk <cycle 1> [264]
                                   2             luaD_pcall <cycle 1> [230]
-----------------------------------------------
                0.00    0.00       1/1           luaD_rawrunprotected <cycle 1> [32]
[265]    0.0    0.00    0.00       1         closepaux [265]
-----------------------------------------------
                0.00    0.00       1/1           luaH_newkey <cycle 4> [49]
[266]    0.0    0.00    0.00       1         luaC_barrierback_ [266]
-----------------------------------------------
                0.00    0.00       1/1           check_match [99]
[267]    0.0    0.00    0.00       1         luaK_nil [267]
-----------------------------------------------
                0.00    0.00       1/1           pmain <cycle 1> [38]
[268]    0.0    0.00    0.00       1         luaL_checkstack [268]
                0.00    0.00       1/16          lua_checkstack [206]
-----------------------------------------------
                0.00    0.00       1/1           lua_newstate [8]
[269]    0.0    0.00    0.00       1         luaS_hash [269]
-----------------------------------------------
                0.00    0.00       1/1           lua_load <cycle 1> [273]
[270]    0.0    0.00    0.00       1         luaZ_init [270]
-----------------------------------------------
                0.00    0.00       1/1           luaL_newstate [7]
[271]    0.0    0.00    0.00       1         lua_atpanic [271]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[272]    0.0    0.00    0.00       1         lua_close [272]
-----------------------------------------------
                                   1             luaL_loadfilex <cycle 1> [156]
[273]    0.0    0.00    0.00       1         lua_load <cycle 1> [273]
                0.00    0.00       1/1           luaZ_init [270]
                                   1             luaD_protectedparser <cycle 1> [71]
-----------------------------------------------
                0.00    0.00       1/1           luaL_newstate [7]
[274]    0.0    0.00    0.00       1         lua_setwarnf [274]
-----------------------------------------------
                0.00    0.00       1/1           entergen [113]
[275]    0.0    0.00    0.00       1         singlestep [275]
                0.00    0.00       3/328167      reallymarkobject [175]
-----------------------------------------------
                0.00    0.00       1/1           luaL_loadfilex <cycle 1> [156]
[276]    0.0    0.00    0.00       1         skipcomment [276]
-----------------------------------------------
                0.00    0.00       1/1           internshrstr [108]
[277]    0.0    0.00    0.00       1         tablerehash [277]
-----------------------------------------------

Index by function name

   [6] GCTM                   [59] luaF_unlinkupval       [79] luaX_newstring
  [13] _init                 [197] luaG_traceexec         [69] luaX_next
  [42] addk                  [181] luaH_finishset         [72] luaX_setinput
 [244] addlenmod             [124] luaH_free             [190] luaY_nvarstack
 [245] addnum2buff           [183] luaH_get               [34] luaY_parser
 [199] addstr2buff            [17] luaH_getint           [255] luaZ_fill
 [162] adjustlocalvars        [53] luaH_getn             [270] luaZ_init
 [168] allocupvalue           [12] luaH_getshortstr      [207] lua_absindex
  [25] atomic                [169] luaH_getstr           [271] lua_atpanic
 [143] atomic2gen            [120] luaH_new              [220] lua_callk
  [65] auxsetstr              [49] luaH_newkey           [206] lua_checkstack
  [84] body                  [185] luaH_realasize        [272] lua_close
  [99] check_match           [122] luaH_resize            [86] lua_createtable
 [239] check_next2            [22] luaH_setint           [112] lua_gc
 [210] check_readonly        [145] luaK_code             [121] lua_getfield
 [246] checkformat           [200] luaK_codeABCk         [158] lua_getglobal
 [176] clearbykeys           [224] luaK_codeABx          [208] lua_getmetatable
 [173] clearbyvalues         [263] luaK_concat           [227] lua_gettop
 [142] close_func            [159] luaK_dischargevars    [256] lua_isinteger
   [4] close_state           [214] luaK_exp2K             [52] lua_len
 [265] closepaux              [96] luaK_exp2anyreg       [273] lua_load
 [101] codeABRK              [194] luaK_exp2anyregup       [8] lua_newstate
 [102] codearith             [163] luaK_exp2nextreg      [110] lua_newuserdatauv
 [229] constfolding          [232] luaK_finish           [264] lua_pcallk
 [177] convergeephemerons    [195] luaK_fixline          [203] lua_pushboolean
 [174] correctgraylist       [240] luaK_getlabel         [132] lua_pushcclosure
 [247] correctstack          [172] luaK_goiftrue         [139] lua_pushfstring
 [171] createlabel            [45] luaK_indexed          [238] lua_pushinteger
  [75] discharge2reg         [170] luaK_infix            [243] lua_pushlightuserdata
 [167] docall                 [82] luaK_int              [155] lua_pushlstring
  [18] dothecall             [267] luaK_nil              [257] lua_pushnil
 [113] entergen              [241] luaK_patchtohere      [228] lua_pushnumber
  [57] enterinc              [106] luaK_posfix           [109] lua_pushstring
  [76] exp2reg               [211] luaK_reserveregs      [193] lua_pushvalue
 [260] f_call                [201] luaK_ret              [226] lua_rawequal
 [115] f_gc                  [237] luaK_setoneret        [258] lua_rawget
 [103] f_luaopen             [218] luaK_setreturns        [43] lua_rawgeti
  [35] f_parser              [100] luaK_storevar          [23] lua_rawseti
  [74] fieldsel              [250] luaL_addvalue         [204] lua_rotate
 [107] finishbinexpneg       [251] luaL_buffinit         [184] lua_setfield
 [105] finishbinexpval       [118] luaL_callmeta         [216] lua_setglobal
 [180] finishgencycle        [252] luaL_checklstring     [151] lua_setmetatable
 [104] forbody               [253] luaL_checknumber      [187] lua_settop
  [15] forprep               [268] luaL_checkstack       [274] lua_setwarnf
 [223] freeexps              [136] luaL_checkudata       [217] lua_toboolean
  [28] freeobj               [219] luaL_checkversion_    [233] lua_tointegerx
  [77] funcargs               [95] luaL_getsubtable      [212] lua_tolstring
  [68] gctm                   [50] luaL_len              [259] lua_tonumberx
 [231] get2digits            [156] luaL_loadfilex        [221] lua_touserdata
 [248] getF                   [97] luaL_newmetatable     [234] lua_type
 [165] getgeneric              [7] luaL_newstate         [222] lua_version
 [191] inclinenumber          [93] luaL_openlibs          [47] luaopen_base
 [188] index2value           [225] luaL_prepbuffsize      [91] luaopen_coroutine
 [108] internshrstr          [157] luaL_pushresult        [89] luaopen_debug
 [117] io_noclose             [87] luaL_requiref          [78] luaopen_io
 [249] isSCnumber             [67] luaL_setfuncs          [81] luaopen_math
  [63] l_alloc               [148] luaL_setmetatable      [92] luaopen_os
 [149] leaveblock            [137] luaL_testudata         [26] luaopen_package
  [70] llex                  [116] luaL_tolstring         [83] luaopen_string
 [126] luaB_print             [30] luaM_free_             [90] luaopen_table
 [266] luaC_barrierback_     [141] luaM_growaux_          [88] luaopen_utf8
 [114] luaC_changemode        [31] luaM_malloc_          [161] new_localvar
 [152] luaC_checkfinalizer   [134] luaM_realloc_         [235] os_clock
 [189] luaC_fix               [55] luaM_saferealloc_      [62] panic
   [5] luaC_freeallobjects   [146] luaM_shrinkvector_    [236] patchlistaux
  [20] luaC_newobj            [60] luaM_toobig            [38] pmain
  [58] luaC_newobjdt         [192] luaO_ceillog2         [213] prepbuffsize
  [14] luaC_step             [138] luaO_pushvfstring      [36] propagatemark
 [205] luaD_callnoyield      [202] luaO_str2num           [94] read_numeral
   [9] luaD_closeprotected    [37] luaS_clearcache       [175] reallymarkobject
 [261] luaD_growstack        [254] luaS_eqlngstr          [66] restassign
 [262] luaD_inctop           [269] luaS_hash              [73] save
 [230] luaD_pcall            [215] luaS_hashlongstr      [150] savelineinfo
 [198] luaD_poscall          [153] luaS_init             [179] separatetobefnz
  [11] luaD_precall          [111] luaS_new               [98] setpath
  [10] luaD_pretailcall      [131] luaS_newlstr          [275] singlestep
  [71] luaD_protectedparser  [140] luaS_newudata          [46] singlevar
  [32] luaD_rawrunprotected  [182] luaS_remove           [276] skipcomment
 [164] luaD_reallocstack     [166] luaS_resize           [160] stack_init
  [56] luaD_shrinkstack       [33] luaT_adjustvarargs     [40] statement
 [127] luaE_extendCI         [147] luaT_gettm            [125] str_format
 [186] luaE_incCstack        [242] luaT_gettmbyobj        [85] subexpr
 [178] luaE_setdebt           [19] luaT_getvarargs        [44] suffixedexp
 [130] luaE_shrinkCI         [128] luaT_init             [144] sweep2old
 [154] luaF_close            [196] luaV_equalobj         [277] tablerehash
  [29] luaF_closeupval         [3] luaV_execute           [80] test_then_block
  [16] luaF_findupval        [209] luaV_finishget         [21] unroll
 [123] luaF_freeproto         [64] luaV_finishset        [119] warnfon
  [54] luaF_initupvals        [51] luaV_objlen             [2] <cycle 1>
 [133] luaF_newCclosure       [27] luaV_tointeger         [39] <cycle 2>
  [24] luaF_newLclosure       [61] luaV_tointegerns       [41] <cycle 3>
 [135] luaF_newproto         [129] luaX_init              [48] <cycle 4>
