Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
-----------------------------------------------
                0.00    0.00       3/20000290     sweep2old [144]
                0.00    0.00     318/20000290     luaC_freeallobjects [5]
                0.05    0.00 19999969/20000290     dothecall [18]
[28]     0.2    0.05    0.00 20000290         freeobj [28]
                0.00    0.00     236/236         luaS_remove [182]
-----------------------------------------------
                0.00    0.00       1/10000002     luaF_close [154]
                0.05    0.00 10000001/10000002     luaV_execute <cycle 1> [3]
[29]     0.2    0.05    0.00 10000002         luaF_closeupval [29]
-----------------------------------------------
                0.00    0.00       2/20000430     close_state [4]
                0.00    0.00       3/20000430     luaD_protectedparser <cycle 1> [71]
                0.00    0.00       3/20000430     sweep2old [144]
                0.00    0.00       5/20000430     f_luaopen [103]
                0.00    0.00      21/20000430     luaH_newkey <cycle 4> [49]
                0.00    0.00      28/20000430     luaE_shrinkCI [130]
                0.00    0.00      39/20000430     luaH_free [124]
                0.00    0.00      42/20000430     luaF_freeproto [123]
                0.00    0.00     318/20000430     luaC_freeallobjects [5]
                0.04    0.01 19999969/20000430     dothecall [18]
[30]     0.2    0.04    0.01 20000430         luaM_free_ [30]
                0.01    0.00 20000430/40000949     l_alloc [63]
-----------------------------------------------
                0.00    0.00       1/20000364     stack_init [160]
                0.00    0.00       1/20000364     luaS_init [153]
                0.00    0.00      33/20000364     luaE_extendCI [127]
                0.00    0.00      39/20000364     luaH_resize <cycle 4> [122]
                0.04    0.01 20000290/20000364     luaC_newobj [20]
[31]     0.2    0.04    0.01 20000364         luaM_malloc_ [31]
                0.01    0.00 20000364/40000949     l_alloc [63]
-----------------------------------------------
                                   7             luaD_pcall <cycle 1> [230]
                3.12    0.56       1/7           luaD_closeprotected [9]
                3.12    0.56       1/7           lua_newstate [8]
[32]     0.2    0.00    0.04       9         luaD_rawrunprotected <cycle 1> [32]
                0.00    0.03       1/1           f_parser [35]
                0.01    0.00       1/1           luaF_initupvals [54]
                0.00    0.00       1/2           f_luaopen [103]
                0.00    0.00       4/819684      dothecall [18]
                0.00    0.00       1/1           luaF_close [154]
                0.00    0.00       2/2           f_call [260]
                0.00    0.00       1/1           closepaux [265]
                                   6             luaD_callnoyield <cycle 1> [205]
-----------------------------------------------
                0.04    0.00       4/4           luaV_execute <cycle 1> [3]
[33]     0.2    0.04    0.00       4         luaT_adjustvarargs [33]
-----------------------------------------------
                0.00    0.03       1/1           f_parser [35]
[34]     0.1    0.00    0.03       1         luaY_parser [34]
                0.00    0.03      10/10          statement <cycle 2> [40]
                0.00    0.00       1/1           luaX_setinput [72]
                0.00    0.00       1/234         luaX_next [69]
                0.00    0.00       1/10000006     luaF_newLclosure [24]
                0.00    0.00       1/21          luaH_new [120]
                0.00    0.00       1/6           luaF_newproto [135]
                0.00    0.00       1/323         luaS_new [111]
                0.00    0.00       1/6           close_func [142]
                0.00    0.00       1/126         luaK_code [145]
                0.00    0.00       1/4           allocupvalue [168]
                0.00    0.00       2/2           luaD_inctop [262]
                0.00    0.00       1/19          luaK_codeABCk [200]
-----------------------------------------------
                0.00    0.03       1/1           luaD_rawrunprotected <cycle 1> [32]
[35]     0.1    0.00    0.03       1         f_parser [35]
                0.00    0.03       1/1           luaY_parser [34]
                0.00    0.00       1/3           luaZ_fill [255]
-----------------------------------------------
                0.02    0.01  327935/327935      atomic [25]
[36]     0.1    0.02    0.01  327935         propagatemark [36]
                0.01    0.00  163937/163937      luaD_shrinkstack [56]
                0.00    0.00  163937/163937      luaE_shrinkCI [130]
                0.00    0.00       1/6           luaT_gettm [147]
                0.00    0.00  328131/328167      reallymarkobject [175]
                0.00    0.00      23/110         luaH_realasize [185]
-----------------------------------------------
                0.03    0.00  163937/163937      atomic [25]
[37]     0.1    0.03    0.00  163937         luaS_clearcache [37]
-----------------------------------------------
                                   1             luaD_precall <cycle 1> [11]
[38]     0.1    0.00    0.03       1         pmain <cycle 1> [38]
                0.00    0.02       2/6           lua_rawseti [23]
                0.00    0.01       1/2           luaL_len [50]
                0.00    0.00       1/214         auxsetstr [65]
                0.00    0.00       1/18          lua_createtable [86]
                0.00    0.00       2/3           lua_gc [112]
                0.00    0.00       2/24          lua_pushstring [109]
                0.00    0.00       1/1           lua_getglobal [158]
                0.00    0.00       1/6           lua_tointegerx [233]
                0.00    0.00       1/10          lua_touserdata [221]
                0.00    0.00       1/10          luaL_checkversion_ [219]
                0.00    0.00       1/11          lua_setglobal [216]
                0.00    0.00       1/17          lua_pushboolean [203]
                0.00    0.00       1/1           luaL_checkstack [268]
                0.00    0.00       1/17          lua_rotate [204]
                0.00    0.00       1/82          lua_settop [187]
                                   1             luaL_openlibs <cycle 1> [93]
                                   1             luaL_loadfilex <cycle 1> [156]
                                   1             docall <cycle 1> [167]
-----------------------------------------------
[39]     0.1    0.00    0.03      10+27      <cycle 2 as a whole> [39]
                0.00    0.03      28             statement <cycle 2> [40]
                0.00    0.00       2             test_then_block <cycle 2> [80]
                0.00    0.00       5             body <cycle 2> [84]
                0.00    0.00       2             forbody <cycle 2> [104]
-----------------------------------------------
                                   2             forbody <cycle 2> [104]
                                   2             test_then_block <cycle 2> [80]
                                  14             body <cycle 2> [84]
                0.00    0.03      10/10          luaY_parser [34]
[40]     0.1    0.00    0.03      28         statement <cycle 2> [40]
                0.00    0.01      16/36          subexpr <cycle 3> [85]
                0.00    0.01       5/5           restassign [66]
                0.00    0.01       8/36          suffixedexp <cycle 3> [44]
                0.00    0.00       4/58          singlevar [46]
                0.00    0.00      41/234         luaX_next [69]
                0.00    0.00       7/66          exp2reg [76]
                0.00    0.00       2/14          luaK_int [82]
                0.00    0.00       6/122         luaX_newstring [79]
                0.00    0.00       4/41          luaK_exp2anyreg [96]
                0.00    0.00       4/13          luaK_storevar [100]
                0.00    0.00       8/123         check_match [99]
                0.00    0.00       2/14          leaveblock [149]
                0.00    0.00       9/126         luaK_code [145]
                0.00    0.00      14/22          new_localvar [161]
                0.00    0.00       7/14          adjustlocalvars [162]
                0.00    0.00       4/162         savelineinfo [150]
                0.00    0.00       7/63          luaK_exp2nextreg [163]
                0.00    0.00      28/96          luaE_incCstack [186]
                0.00    0.00       7/18          luaK_ret [201]
                0.00    0.00       4/13          check_readonly [210]
                0.00    0.00       4/36          luaK_fixline [195]
                0.00    0.00       3/13          luaK_reserveregs [211]
                0.00    0.00       2/6           patchlistaux [236]
                0.00    0.00       2/4           luaK_patchtohere [241]
                0.00    0.00       2/10          luaK_setreturns [218]
                                   5             body <cycle 2> [84]
                                   2             test_then_block <cycle 2> [80]
                                   2             forbody <cycle 2> [104]
-----------------------------------------------
[41]     0.1    0.00    0.02      36+90      <cycle 3 as a whole> [41]
                0.00    0.02      55             suffixedexp <cycle 3> [44]
                0.00    0.00      16             funcargs <cycle 3> [77]
                0.00    0.00      55+9           subexpr <cycle 3> [85]
-----------------------------------------------
                0.00    0.00       2/42          luaK_int [82]
                0.00    0.00       3/42          discharge2reg [75]
                0.00    0.02      37/42          luaK_indexed [45]
[42]     0.1    0.00    0.02      42         addk [42]
                0.02    0.00       2/12          luaH_getint [17]
                0.00    0.00       2/257         luaH_newkey <cycle 4> [49]
                0.00    0.00      17/357         luaM_growaux_ [141]
                0.00    0.00       3/7           getgeneric [165]
                0.00    0.00      42/224         luaH_get [183]
                0.00    0.00      25/34          luaV_equalobj [196]
                0.00    0.00      17/254         luaH_finishset [181]
-----------------------------------------------
                0.00    0.01       1/2           luaopen_base [47]
                0.00    0.01       1/2           luaopen_package [26]
[43]     0.1    0.00    0.02       2         lua_rawgeti [43]
                0.02    0.00       2/12          luaH_getint [17]
                0.00    0.00       2/70          index2value [188]
-----------------------------------------------
                                  43             subexpr <cycle 3> [85]
                0.00    0.00       4/36          restassign [66]
                0.00    0.01       8/36          statement <cycle 2> [40]
[44]     0.1    0.00    0.02      55         suffixedexp <cycle 3> [44]
                0.00    0.02      54/58          singlevar [46]
                0.00    0.00       5/5           fieldsel [74]
                0.00    0.00      16/66          exp2reg [76]
                0.00    0.00       2/234         luaX_next [69]
                0.00    0.00       1/123         check_match [99]
                0.00    0.00      16/63          luaK_exp2nextreg [163]
                0.00    0.00       1/191         luaK_dischargevars [159]
                                  16             funcargs <cycle 3> [77]
                                   1             subexpr <cycle 3> [85]
-----------------------------------------------
                0.00    0.00       5/37          fieldsel [74]
                0.00    0.02      32/37          singlevar [46]
[45]     0.1    0.00    0.02      37         luaK_indexed [45]
                0.00    0.02      37/42          addk [42]
-----------------------------------------------
                0.00    0.00       4/58          statement <cycle 2> [40]
                0.00    0.02      54/58          suffixedexp <cycle 3> [44]
[46]     0.1    0.00    0.02      58         singlevar [46]
                0.00    0.02      32/37          luaK_indexed [45]
                0.00    0.00      58/234         luaX_next [69]
                0.00    0.00      90/123         check_match [99]
                0.00    0.00      32/37          luaK_exp2anyregup [194]
-----------------------------------------------
                0.00    0.01       1/1           luaD_precall <cycle 1> [11]
[47]     0.0    0.00    0.01       1         luaopen_base [47]
                0.00    0.01       1/2           lua_rawgeti [43]
                0.00    0.00       1/15          luaL_setfuncs [67]
                0.00    0.00       2/214         auxsetstr [65]
                0.00    0.00       1/24          lua_pushstring [109]
                0.00    0.00       2/203         lua_setfield [184]
                0.00    0.00       1/40          lua_pushvalue [193]
                0.00    0.00       1/82          lua_settop [187]
-----------------------------------------------
[48]     0.0    0.00    0.01     257+179     <cycle 4 as a whole> [48]
                0.00    0.01     395+25          luaH_newkey <cycle 4> [49]
                0.00    0.00      41             luaH_resize <cycle 4> [122]
-----------------------------------------------
                                  25             luaH_newkey <cycle 4> [49]
                                 154             luaH_resize <cycle 4> [122]
                0.00    0.00       2/257         addk [42]
                0.00    0.00       2/257         luaH_setint [22]
                0.00    0.00      34/257         luaX_newstring [79]
                0.00    0.01     203/257         luaV_finishset [64]
[49]     0.0    0.00    0.01     395+25      luaH_newkey <cycle 4> [49]
                0.01    0.00       1/12          luaH_getint [17]
                0.00    0.00      21/20000430     luaM_free_ [30]
                0.00    0.00     551/562         luaS_newudata [140]
                0.00    0.00      25/110         luaH_realasize [185]
                0.00    0.00      25/224         luaH_get [183]
                0.00    0.00       1/1           luaC_barrierback_ [266]
                0.00    0.00       1/40          luaO_ceillog2 [192]
                                  25             luaH_resize <cycle 4> [122]
                                  25             luaH_newkey <cycle 4> [49]
-----------------------------------------------
                0.00    0.01       1/2           pmain <cycle 1> [38]
                0.00    0.01       1/2           gctm [68]
[50]     0.0    0.00    0.01       2         luaL_len [50]
                0.00    0.01       2/2           lua_len [52]
                0.00    0.00       2/6           lua_tointegerx [233]
                0.00    0.00       2/82          lua_settop [187]
-----------------------------------------------
                0.00    0.01       2/2           lua_len [52]
[51]     0.0    0.00    0.01       2         luaV_objlen [51]
                0.00    0.01       2/2           luaH_getn [53]
                0.00    0.00       1/6           luaT_gettm [147]
-----------------------------------------------
                0.00    0.01       2/2           luaL_len [50]
[52]     0.0    0.00    0.01       2         lua_len [52]
                0.00    0.01       2/2           luaV_objlen [51]
-----------------------------------------------
                0.00    0.01       2/2           luaV_objlen [51]
[53]     0.0    0.00    0.01       2         luaH_getn [53]
                0.01    0.00       1/12          luaH_getint [17]
-----------------------------------------------
                0.01    0.00       1/1           luaD_rawrunprotected <cycle 1> [32]
[54]     0.0    0.01    0.00       1         luaF_initupvals [54]
                0.00    0.00       1/20000290     luaC_newobj [20]
-----------------------------------------------
                0.00    0.00       1/3           save [73]
                0.00    0.00       1/3           luaD_protectedparser <cycle 1> [71]
                0.00    0.00       1/3           luaX_setinput [72]
[55]     0.0    0.01    0.00       3         luaM_saferealloc_ [55]
                0.00    0.00       3/153         luaM_realloc_ [134]
-----------------------------------------------
                0.01    0.00  163937/163937      propagatemark [36]
[56]     0.0    0.01    0.00  163937         luaD_shrinkstack [56]
                0.00    0.00       1/3           luaD_reallocstack [164]
-----------------------------------------------
                0.01    0.00       1/1           luaC_freeallobjects [5]
[57]     0.0    0.01    0.00       1         enterinc [57]
-----------------------------------------------
                                                 <spontaneous>
[58]     0.0    0.01    0.00                 luaC_newobjdt [58]
-----------------------------------------------
                                                 <spontaneous>
[59]     0.0    0.01    0.00                 luaF_unlinkupval [59]
-----------------------------------------------
                                                 <spontaneous>
[60]     0.0    0.01    0.00                 luaM_toobig [60]
-----------------------------------------------
                                                 <spontaneous>
[61]     0.0    0.01    0.00                 luaV_tointegerns [61]
-----------------------------------------------
                                                 <spontaneous>
[62]     0.0    0.01    0.00                 panic [62]
-----------------------------------------------
                0.00    0.00       1/40000949     main [1]
                0.00    0.00       1/40000949     lua_newstate [8]
                0.00    0.00     153/40000949     luaM_realloc_ [134]
                0.01    0.00 20000364/40000949     luaM_malloc_ [31]
                0.01    0.00 20000430/40000949     luaM_free_ [30]
[63]     0.0    0.01    0.00 40000949         l_alloc [63]
-----------------------------------------------
                0.00    0.00       6/203         luaV_execute <cycle 1> [3]
                0.00    0.01     197/203         auxsetstr [65]
[64]     0.0    0.00    0.01     203         luaV_finishset [64]
                0.00    0.01     203/257         luaH_newkey <cycle 4> [49]
                0.00    0.00     203/254         luaH_finishset [181]
-----------------------------------------------
                0.00    0.00       1/214         pmain <cycle 1> [38]
                0.00    0.00       1/214         luaopen_string [83]
                0.00    0.00       1/214         luaopen_utf8 [88]
                0.00    0.00       2/214         luaL_newmetatable [97]
                0.00    0.00       2/214         luaopen_base [47]
                0.00    0.00       2/214         setpath [98]
                0.00    0.00       3/214         luaL_getsubtable [95]
                0.00    0.00       4/214         luaopen_math [81]
                0.00    0.00       5/214         luaopen_package [26]
                0.00    0.00       6/214         luaopen_io [78]
                0.00    0.00      10/214         luaL_requiref <cycle 1> [87]
                0.00    0.00      10/214         luaL_openlibs <cycle 1> [93]
                0.00    0.01     167/214         luaL_setfuncs [67]
[65]     0.0    0.00    0.01     214         auxsetstr [65]
                0.00    0.01     197/203         luaV_finishset [64]
                0.00    0.00     214/323         luaS_new [111]
                0.00    0.00     214/373         luaH_getstr [169]
-----------------------------------------------
                                   4             restassign [66]
                0.00    0.01       5/5           statement <cycle 2> [40]
[66]     0.0    0.00    0.01       5+4       restassign [66]
                0.00    0.00       6/36          subexpr <cycle 3> [85]
                0.00    0.00       4/36          suffixedexp <cycle 3> [44]
                0.00    0.00      10/234         luaX_next [69]
                0.00    0.00       4/66          exp2reg [76]
                0.00    0.00       9/13          luaK_storevar [100]
                0.00    0.00       3/123         check_match [99]
                0.00    0.00       1/63          luaK_exp2nextreg [163]
                0.00    0.00       9/13          check_readonly [210]
                0.00    0.00       4/96          luaE_incCstack [186]
                0.00    0.00       3/13          luaK_reserveregs [211]
                0.00    0.00       2/5           luaK_setoneret [237]
                                   4             restassign [66]
-----------------------------------------------
                0.00    0.00       1/15          luaopen_base [47]
                0.00    0.00       1/15          luaopen_coroutine [91]
                0.00    0.00       1/15          luaopen_debug [89]
                0.00    0.00       1/15          luaopen_os [92]
                0.00    0.00       1/15          luaopen_table [90]
                0.00    0.00       1/15          luaopen_utf8 [88]
                0.00    0.00       2/15          luaopen_math [81]
                0.00    0.00       2/15          luaopen_package [26]
                0.00    0.00       2/15          luaopen_string [83]
                0.00    0.00       3/15          luaopen_io [78]
[67]     0.0    0.00    0.01      15         luaL_setfuncs [67]
                0.00    0.01     167/214         auxsetstr [65]
                0.00    0.00     151/168         lua_pushcclosure [132]
                0.00    0.00     167/203         lua_setfield [184]
                0.00    0.00      16/17          lua_pushboolean [203]
                0.00    0.00      15/16          lua_checkstack [206]
                0.00    0.00       3/40          lua_pushvalue [193]
-----------------------------------------------
                0.00    0.01       1/1           luaD_precall <cycle 1> [11]
[68]     0.0    0.00    0.01       1         gctm [68]
                0.00    0.01       1/2           luaL_len [50]
-----------------------------------------------
                0.00    0.00       1/234         luaY_parser [34]
                0.00    0.00       2/234         suffixedexp <cycle 3> [44]
                0.00    0.00       2/234         forbody <cycle 2> [104]
                0.00    0.00       4/234         test_then_block <cycle 2> [80]
                0.00    0.00      10/234         fieldsel [74]
                0.00    0.00      10/234         restassign [66]
                0.00    0.00      28/234         body <cycle 2> [84]
                0.00    0.00      30/234         subexpr <cycle 3> [85]
                0.00    0.00      41/234         statement <cycle 2> [40]
                0.00    0.00      48/234         funcargs <cycle 3> [77]
                0.00    0.00      58/234         singlevar [46]
[69]     0.0    0.00    0.00     234         luaX_next [69]
                0.00    0.00     234/234         llex [70]
                0.00    0.00      17/17          read_numeral [94]
-----------------------------------------------
                0.00    0.00     234/234         luaX_next [69]
[70]     0.0    0.00    0.00     234         llex [70]
                0.00    0.00     623/676         save [73]
                0.00    0.00     116/122         luaX_newstring [79]
                0.00    0.00      43/43          inclinenumber [191]
-----------------------------------------------
                                   1             lua_load <cycle 1> [273]
[71]     0.0    0.00    0.00       1         luaD_protectedparser <cycle 1> [71]
                0.00    0.00       1/3           luaM_saferealloc_ [55]
                0.00    0.00       3/20000430     luaM_free_ [30]
                                   1             luaD_pcall <cycle 1> [230]
-----------------------------------------------
                0.00    0.00       1/1           luaY_parser [34]
[72]     0.0    0.00    0.00       1         luaX_setinput [72]
                0.00    0.00       1/3           luaM_saferealloc_ [55]
                0.00    0.00       1/357         internshrstr [108]
                0.00    0.00       1/364         luaS_newlstr [131]
-----------------------------------------------
                0.00    0.00      53/676         read_numeral [94]
                0.00    0.00     623/676         llex [70]
[73]     0.0    0.00    0.00     676         save [73]
                0.00    0.00       1/3           luaM_saferealloc_ [55]
-----------------------------------------------
                0.00    0.00       5/5           suffixedexp <cycle 3> [44]
[74]     0.0    0.00    0.00       5         fieldsel [74]
                0.00    0.00       5/37          luaK_indexed [45]
                0.00    0.00      10/234         luaX_next [69]
                0.00    0.00       5/41          luaK_exp2anyreg [96]
                0.00    0.00       5/37          luaK_exp2anyregup [194]
-----------------------------------------------
                0.00    0.00      66/66          exp2reg [76]
[75]     0.0    0.00    0.00      66         discharge2reg [75]
                0.00    0.00       3/42          addk [42]
                0.00    0.00      12/14          luaK_int [82]
                0.00    0.00      26/126         luaK_code [145]
                0.00    0.00      66/191         luaK_dischargevars [159]
                0.00    0.00       5/18          luaK_ret [201]
-----------------------------------------------
                0.00    0.00       2/66          check_match [99]
                0.00    0.00       4/66          restassign [66]
                0.00    0.00       5/66          body <cycle 2> [84]
                0.00    0.00       6/66          luaK_exp2anyreg [96]
                0.00    0.00       7/66          statement <cycle 2> [40]
                0.00    0.00      16/66          suffixedexp <cycle 3> [44]
                0.00    0.00      26/66          funcargs <cycle 3> [77]
[76]     0.0    0.00    0.00      66         exp2reg [76]
                0.00    0.00      66/66          discharge2reg [75]
-----------------------------------------------
                                  16             suffixedexp <cycle 3> [44]
[77]     0.0    0.00    0.00      16         funcargs <cycle 3> [77]
                0.00    0.00      26/66          exp2reg [76]
                0.00    0.00      48/234         luaX_next [69]
                0.00    0.00      16/123         check_match [99]
                0.00    0.00      16/126         luaK_code [145]
                0.00    0.00      16/162         savelineinfo [150]
                0.00    0.00      26/63          luaK_exp2nextreg [163]
                0.00    0.00      16/19          luaK_codeABCk [200]
                0.00    0.00      16/36          luaK_fixline [195]
                0.00    0.00       4/10          luaK_setreturns [218]
                                  30             subexpr <cycle 3> [85]
-----------------------------------------------
                0.00    0.00       1/1           luaD_precall <cycle 1> [11]
[78]     0.0    0.00    0.00       1         luaopen_io [78]
                0.00    0.00       3/15          luaL_setfuncs [67]
                0.00    0.00       6/214         auxsetstr [65]
                0.00    0.00       1/1           luaL_newmetatable [97]
                0.00    0.00       2/18          lua_createtable [86]
                0.00    0.00       3/4           lua_newuserdatauv [110]
                0.00    0.00       3/3           luaL_setmetatable [148]
                0.00    0.00       3/5           lua_setmetatable [151]
                0.00    0.00       6/203         lua_setfield [184]
                0.00    0.00       4/82          lua_settop [187]
                0.00    0.00       2/40          lua_pushvalue [193]
                0.00    0.00       1/10          luaL_checkversion_ [219]
-----------------------------------------------
                0.00    0.00       6/122         statement <cycle 2> [40]
                0.00    0.00     116/122         llex [70]
[79]     0.0    0.00    0.00     122         luaX_newstring [79]
                0.00    0.00      34/257         luaH_newkey <cycle 4> [49]
                0.00    0.00       1/163943      luaC_step [14]
                0.00    0.00     119/357         internshrstr [108]
                0.00    0.00     122/364         luaS_newlstr [131]
                0.00    0.00     122/373         luaH_getstr [169]
                0.00    0.00      34/254         luaH_finishset [181]
-----------------------------------------------
                                   2             statement <cycle 2> [40]
[80]     0.0    0.00    0.00       2         test_then_block <cycle 2> [80]
                0.00    0.00       2/36          subexpr <cycle 3> [85]
                0.00    0.00       4/234         luaX_next [69]
                0.00    0.00       2/14          leaveblock [149]
                0.00    0.00       2/2           luaK_goiftrue [172]
                0.00    0.00       2/6           patchlistaux [236]
                0.00    0.00       2/4           luaK_patchtohere [241]
                                   2             statement <cycle 2> [40]
-----------------------------------------------
                0.00    0.00       1/1           luaD_precall <cycle 1> [11]
[81]     0.0    0.00    0.00       1         luaopen_math [81]
                0.00    0.00       2/15          luaL_setfuncs [67]
                0.00    0.00       4/214         auxsetstr [65]
                0.00    0.00       1/18          lua_createtable [86]
                0.00    0.00       1/4           lua_newuserdatauv [110]
                0.00    0.00       4/203         lua_setfield [184]
                0.00    0.00       4/5           lua_pushinteger [238]
                0.00    0.00       3/82          lua_settop [187]
                0.00    0.00       2/8           lua_pushnumber [228]
                0.00    0.00       1/10          luaL_checkversion_ [219]
-----------------------------------------------
                0.00    0.00       2/14          statement <cycle 2> [40]
                0.00    0.00      12/14          discharge2reg [75]
[82]     0.0    0.00    0.00      14         luaK_int [82]
                0.00    0.00       2/42          addk [42]
-----------------------------------------------
                0.00    0.00       1/1           luaD_precall <cycle 1> [11]
[83]     0.0    0.00    0.00       1         luaopen_string [83]
                0.00    0.00       2/15          luaL_setfuncs [67]
                0.00    0.00       2/18          lua_createtable [86]
                0.00    0.00       1/214         auxsetstr [65]
                0.00    0.00       1/163943      luaC_step [14]
                0.00    0.00       1/24          lua_pushstring [109]
                0.00    0.00       1/5           lua_setmetatable [151]
                0.00    0.00       4/82          lua_settop [187]
                0.00    0.00       2/40          lua_pushvalue [193]
                0.00    0.00       1/10          luaL_checkversion_ [219]
                0.00    0.00       1/163945      luaE_setdebt [178]
                0.00    0.00       1/203         lua_setfield [184]
-----------------------------------------------
                                   5             statement <cycle 2> [40]
[84]     0.0    0.00    0.00       5         body <cycle 2> [84]
                0.00    0.00      28/234         luaX_next [69]
                0.00    0.00       5/66          exp2reg [76]
                0.00    0.00       5/123         check_match [99]
                0.00    0.00       5/6           luaF_newproto [135]
                0.00    0.00       5/6           close_func [142]
                0.00    0.00       6/126         luaK_code [145]
                0.00    0.00       8/22          new_localvar [161]
                0.00    0.00       5/14          adjustlocalvars [162]
                0.00    0.00       2/357         luaM_growaux_ [141]
                0.00    0.00       5/63          luaK_exp2nextreg [163]
                0.00    0.00       5/13          luaK_reserveregs [211]
                0.00    0.00       5/9           luaK_codeABx [224]
                0.00    0.00       1/19          luaK_codeABCk [200]
                                  14             statement <cycle 2> [40]
-----------------------------------------------
                                   9             subexpr <cycle 3> [85]
                                   1             suffixedexp <cycle 3> [44]
                                  30             funcargs <cycle 3> [77]
                0.00    0.00       2/36          test_then_block <cycle 2> [80]
                0.00    0.00       6/36          restassign [66]
                0.00    0.01      16/36          statement <cycle 2> [40]
[85]     0.0    0.00    0.00      55+9       subexpr <cycle 3> [85]
                0.00    0.00      30/234         luaX_next [69]
                0.00    0.00       9/41          luaK_exp2anyreg [96]
                0.00    0.00       4/4           codearith [102]
                0.00    0.00       9/9           luaK_posfix [106]
                0.00    0.00       9/9           luaK_infix [170]
                0.00    0.00       1/126         luaK_code [145]
                0.00    0.00      64/96          luaE_incCstack [186]
                0.00    0.00       1/19          luaK_codeABCk [200]
                                  43             suffixedexp <cycle 3> [44]
                                   9             subexpr <cycle 3> [85]
-----------------------------------------------
                0.00    0.00       1/18          pmain <cycle 1> [38]
                0.00    0.00       1/18          luaL_newmetatable [97]
                0.00    0.00       1/18          luaopen_coroutine [91]
                0.00    0.00       1/18          luaopen_debug [89]
                0.00    0.00       1/18          luaopen_math [81]
                0.00    0.00       1/18          luaopen_os [92]
                0.00    0.00       1/18          luaopen_table [90]
                0.00    0.00       1/18          luaopen_utf8 [88]
                0.00    0.00       2/18          luaopen_io [78]
                0.00    0.00       2/18          luaopen_string [83]
                0.00    0.00       3/18          luaL_getsubtable [95]
                0.00    0.00       3/18          luaopen_package [26]
[86]     0.0    0.00    0.00      18         lua_createtable [86]
                0.00    0.00      15/257         luaH_resize <cycle 4> [122]
                0.00    0.00      18/21          luaH_new [120]
-----------------------------------------------
                                  10             luaL_openlibs <cycle 1> [93]
[87]     0.0    0.00    0.00      10         luaL_requiref <cycle 1> [87]
                0.00    0.00      10/214         auxsetstr [65]
                0.00    0.00      10/13          luaL_getsubtable [95]
                0.00    0.00      10/24          lua_pushstring [109]
                0.00    0.00      10/36          lua_getfield [121]
                0.00    0.00      10/168         lua_pushcclosure [132]
                0.00    0.00      20/82          lua_settop [187]
                0.00    0.00      20/40          lua_pushvalue [193]
                0.00    0.00      10/11          lua_toboolean [217]
                0.00    0.00      10/17          lua_rotate [204]
                0.00    0.00      10/203         lua_setfield [184]
                                  10             lua_callk <cycle 1> [220]
-----------------------------------------------
                0.00    0.00       1/1           luaD_precall <cycle 1> [11]
[88]     0.0    0.00    0.00       1         luaopen_utf8 [88]
                0.00    0.00       1/15          luaL_setfuncs [67]
                0.00    0.00       1/214         auxsetstr [65]
                0.00    0.00       1/18          lua_createtable [86]
                0.00    0.00       1/4           lua_pushlstring [155]
                0.00    0.00       1/10          luaL_checkversion_ [219]
                0.00    0.00       1/82          lua_settop [187]
                0.00    0.00       1/203         lua_setfield [184]
-----------------------------------------------
                0.00    0.00       1/1           luaD_precall <cycle 1> [11]
[89]     0.0    0.00    0.00       1         luaopen_debug [89]
                0.00    0.00       1/15          luaL_setfuncs [67]
                0.00    0.00       1/18          lua_createtable [86]
                0.00    0.00       1/163943      luaC_step [14]
                0.00    0.00       1/10          luaL_checkversion_ [219]
                0.00    0.00       1/163945      luaE_setdebt [178]
                0.00    0.00       1/82          lua_settop [187]
-----------------------------------------------
                0.00    0.00       1/1           luaD_precall <cycle 1> [11]
[90]     0.0    0.00    0.00       1         luaopen_table [90]
                0.00    0.00       1/15          luaL_setfuncs [67]
                0.00    0.00       1/18          lua_createtable [86]
                0.00    0.00       1/163943      luaC_step [14]
                0.00    0.00       1/10          luaL_checkversion_ [219]
                0.00    0.00       1/163945      luaE_setdebt [178]
                0.00    0.00       1/82          lua_settop [187]
-----------------------------------------------
                0.00    0.00       1/1           luaD_precall <cycle 1> [11]
[91]     0.0    0.00    0.00       1         luaopen_coroutine [91]
                0.00    0.00       1/15          luaL_setfuncs [67]
                0.00    0.00       1/18          lua_createtable [86]
                0.00    0.00       1/10          luaL_checkversion_ [219]
                0.00    0.00       1/82          lua_settop [187]
-----------------------------------------------
                0.00    0.00       1/1           luaD_precall <cycle 1> [11]
[92]     0.0    0.00    0.00       1         luaopen_os [92]
                0.00    0.00       1/15          luaL_setfuncs [67]
                0.00    0.00       1/18          lua_createtable [86]
                0.00    0.00       1/10          luaL_checkversion_ [219]
                0.00    0.00       1/82          lua_settop [187]
-----------------------------------------------
                                   1             pmain <cycle 1> [38]
[93]     0.0    0.00    0.00       1         luaL_openlibs <cycle 1> [93]
                0.00    0.00      10/214         auxsetstr [65]
                0.00    0.00      10/11          lua_setglobal [216]
                0.00    0.00      10/82          lua_settop [187]
                                  10             luaL_requiref <cycle 1> [87]
-----------------------------------------------
                0.00    0.00      17/17          luaX_next [69]
[94]     0.0    0.00    0.00      17         read_numeral [94]
                0.00    0.00      53/676         save [73]
                0.00    0.00      17/17          luaO_str2num [202]
                0.00    0.00       4/4           check_next2 [239]
-----------------------------------------------
