container,size,elem_size,ratio,test_duration,random_access,run_id,ops_per_second,actual_time_s,validation_checksum,peak_memory_kb,user_time_s,system_time_s,peak_memory_mb,error
array,10,512,0.1,3.0,0,1,31251914.67,3.0,187511482,1576,2.99,0.0,1.5390625,False
array,10,512,0.1,3.0,0,2,31426474.67,3.0,188558842,1468,2.99,0.0,1.43359375,False
array,10,512,0.1,3.0,0,3,31218442.67,3.0,187310652,1472,2.99,0.0,1.4375,False
array,10,512,0.1,3.0,1,1,25462634.67,3.0,137498232,1564,2.99,0.0,1.52734375,False
array,10,512,0.1,3.0,1,2,25291010.24,3.0,136571504,1656,2.99,0.0,1.6171875,False
array,10,512,0.1,3.0,1,3,25475114.67,3.0,137565624,1476,2.99,0.0,1.44140625,False
array,10,8388608,0.1,3.0,0,1,31089269.33,3.0,186535612,19364,2.99,0.0,18.91015625,False
array,10,8388608,0.1,3.0,0,2,31338624.0,3.0,188031740,19272,2.99,0.0,18.8203125,False
array,10,8388608,0.1,3.0,0,3,31025472.0,3.0,186152826,19360,2.99,0.0,18.90625,False
array,10,8388608,0.1,3.0,1,1,25588896.0,3.0,184240055,19368,2.99,0.0,18.9140625,False
array,10,8388608,0.1,3.0,1,2,25686634.67,3.0,184943771,19292,2.99,0.0,18.83984375,False
array,10,8388608,0.1,3.0,1,3,25676010.67,3.0,184867276,19300,2.99,0.0,18.84765625,False
array,1000,8,0.1,3.0,0,1,22028835.32,3.0,-1695419636,1592,2.99,0.0,1.5546875,False
array,1000,8,0.1,3.0,0,2,22012938.67,3.0,-1759606019,1568,2.99,0.0,1.53125,False
array,1000,8,0.1,3.0,0,3,22223555.26,3.0,-334434267,1632,2.99,0.0,1.59375,False
array,1000,8,0.1,3.0,1,1,19192537.6,3.0,662018791,1664,2.99,0.0,1.625,False
array,1000,8,0.1,3.0,1,2,18964618.67,3.0,-876313561,1480,2.99,0.0,1.4453125,False
array,1000,8,0.1,3.0,1,3,19158314.67,3.0,431445066,1476,2.99,0.0,1.44140625,False
array,1000,512,0.1,3.0,0,1,803123.99,3.0,1127343781,1884,2.99,0.0,1.83984375,False
array,1000,512,0.1,3.0,0,2,799750.4,3.0,1104362339,1980,2.99,0.0,1.93359375,False
array,1000,512,0.1,3.0,0,3,796368.02,3.0,1077319686,1896,2.99,0.0,1.8515625,False
array,1000,512,0.1,3.0,1,1,724953.48,3.0,592227480,1972,2.99,0.0,1.92578125,False
array,1000,512,0.1,3.0,1,2,716648.28,3.0,535997029,1960,2.99,0.0,1.9140625,False
array,1000,512,0.1,3.0,1,3,717242.5,3.0,541040460,1896,2.99,0.0,1.8515625,False
array,100000,8,0.1,3.0,0,1,404098.18,3.0,-1965627808,2244,2.99,0.0,2.19140625,False
array,100000,8,0.1,3.0,0,2,403022.08,3.0,-1973162355,2232,2.99,0.0,2.1796875,False
array,100000,8,0.1,3.0,0,3,405125.94,3.0,-1958762385,2292,2.99,0.0,2.23828125,False
array,100000,8,0.1,3.0,1,1,384012.63,3.0,-2108464006,2664,2.99,0.0,2.6015625,False
array,100000,8,0.1,3.0,1,2,382446.45,3.0,-2119054141,2756,2.99,0.0,2.69140625,False
array,100000,8,0.1,3.0,1,3,384324.39,3.0,-2106348379,2756,2.99,0.0,2.69140625,False
array,100000,512,0.1,3.0,0,1,1789.42,3.022,1189016,51564,3.0,0.0,50.35546875,False
array,100000,512,0.1,3.0,0,2,1822.32,3.003,1193899,51260,2.98,0.01,50.05859375,False
array,100000,512,0.1,3.0,0,3,1832.56,3.003,1197117,51552,2.98,0.0,50.34375,False
array,100000,512,0.1,3.0,1,1,3391.45,3.0,2723227,51824,2.98,0.0,50.609375,False
array,100000,512,0.1,3.0,1,2,3302.98,3.003,2620873,51716,2.99,0.01,50.50390625,False
array,100000,512,0.1,3.0,1,3,3443.97,3.001,2775558,51892,2.98,0.0,50.67578125,False
array,10000000,8,0.1,3.0,0,1,975.63,3.05,628375,89120,3.27,0.01,87.03125,False
array,10000000,8,0.1,3.0,0,2,988.87,3.01,628375,89220,3.23,0.01,87.12890625,False
array,10000000,8,0.1,3.0,0,3,980.87,3.001,617927,89192,3.22,0.01,87.1015625,False
array,10000000,8,0.1,3.0,1,1,2012.64,3.005,1366365,128376,3.54,0.01,125.3671875,False
array,10000000,8,0.1,3.0,1,2,2017.74,3.013,1372545,128284,3.56,0.01,125.27734375,False
array,10000000,8,0.1,3.0,1,3,2036.41,3.017,1386763,128348,3.56,0.02,125.33984375,False
array,10000000,512,0.1,3.0,0,1,12.2,5.246,786,5011232,5.46,0.77,4893.78125,False
array,10000000,512,0.1,3.0,0,2,12.22,5.238,786,5011260,5.46,0.78,4893.80859375,False
array,10000000,512,0.1,3.0,0,3,12.15,5.265,786,5011236,5.48,0.78,4893.78515625,False
array,10000000,512,0.1,3.0,1,1,21.76,4.411,24264,5050152,4.96,0.78,4931.7890625,False
array,10000000,512,0.1,3.0,1,2,14.16,4.52,12843,5050144,5.07,0.78,4931.78125,False
array,10000000,512,0.1,3.0,1,3,14.23,4.497,12843,5050332,5.03,0.78,4931.96484375,False
array,10,8,0.5,3.0,0,1,25889282.04,3.0,551129028,1588,2.99,0.0,1.55078125,False
array,10,8,0.5,3.0,0,2,25892138.67,3.0,524728014,1560,2.99,0.0,1.5234375,False
array,10,8,0.5,3.0,0,3,26049802.67,3.0,1234389608,1580,2.99,0.0,1.54296875,False
array,10,8,0.5,3.0,1,1,21935061.33,3.0,-77921767,1588,2.99,0.0,1.55078125,False
array,10,8,0.5,3.0,1,2,21990826.67,3.0,173996321,1584,2.99,0.0,1.546875,False
array,10,8,0.5,3.0,1,3,22032760.66,3.0,363111989,1572,2.99,0.0,1.53515625,False
array,10,512,0.5,3.0,0,1,15802197.33,3.0,-1910861866,1488,2.99,0.0,1.453125,False
array,10,512,0.5,3.0,0,2,15812234.67,3.0,-1865042298,1564,2.99,0.0,1.52734375,False
array,10,512,0.5,3.0,0,3,15719189.33,3.0,2010215827,1660,2.99,0.0,1.62109375,False
array,10,512,0.5,3.0,1,1,13594709.33,3.0,1057784533,1592,2.99,0.0,1.5546875,False
array,10,512,0.5,3.0,1,2,13535995.49,3.0,792758310,1476,2.99,0.0,1.44140625,False
array,10,512,0.5,3.0,1,3,13484704.0,3.0,561689048,1604,2.99,0.0,1.56640625,False
array,10,8388608,0.5,3.0,0,1,276.7,3.123,1382239,91388,3.07,0.03,89.24609375,False
array,10,8388608,0.5,3.0,0,2,279.63,3.09,1382239,91368,3.04,0.03,89.2265625,False
array,10,8388608,0.5,3.0,0,3,296.2,3.025,1315221,83652,2.97,0.03,81.69140625,False
array,10,8388608,0.5,3.0,1,1,300.63,3.087,1389596,91300,3.04,0.03,89.16015625,False
array,10,8388608,0.5,3.0,1,2,302.7,3.066,1389596,91320,3.0,0.03,89.1796875,False
array,10,8388608,0.5,3.0,1,3,294.77,3.04,1336981,91324,2.98,0.03,89.18359375,False
array,1000,8,0.5,3.0,0,1,10877639.04,3.0,2139147500,1464,2.99,0.0,1.4296875,False
array,1000,8,0.5,3.0,0,2,10818176.0,3.0,1916521273,1464,2.99,0.0,1.4296875,False
array,1000,8,0.5,3.0,0,3,10832423.06,3.0,1970019319,1464,2.99,0.0,1.4296875,False
array,1000,8,0.5,3.0,1,1,9857514.67,3.0,-1696529834,1596,2.99,0.0,1.55859375,False
array,1000,8,0.5,3.0,1,2,9913458.03,3.0,-1486420532,1576,2.99,0.0,1.5390625,False
array,1000,8,0.5,3.0,1,3,9856871.38,3.0,-1699075796,1568,2.99,0.0,1.53125,False
array,1000,512,0.5,3.0,0,1,163646.96,3.0,610224476,1892,2.99,0.0,1.84765625,False
array,1000,512,0.5,3.0,0,2,165022.84,3.0,615325957,2048,2.99,0.0,2.0,False
array,1000,512,0.5,3.0,0,3,164551.87,3.0,613609229,1872,2.99,0.0,1.828125,False
array,1000,512,0.5,3.0,1,1,147527.71,3.0,550045828,1976,2.99,0.0,1.9296875,False
array,1000,512,0.5,3.0,1,2,148867.17,3.0,554934045,1900,2.99,0.0,1.85546875,False
array,1000,512,0.5,3.0,1,3,149274.33,3.0,556559918,1968,2.99,0.0,1.921875,False
array,100000,8,0.5,3.0,0,1,72070.82,3.0,88873950,2308,2.99,0.0,2.25390625,False
array,100000,8,0.5,3.0,0,2,72572.35,3.0,90261973,2228,2.99,0.0,2.17578125,False
array,100000,8,0.5,3.0,0,3,71849.78,3.0,88225829,2232,2.99,0.0,2.1796875,False
array,100000,8,0.5,3.0,1,1,77436.64,3.0,134490674,2684,2.99,0.0,2.62109375,False
array,100000,8,0.5,3.0,1,2,77860.15,3.0,135683652,2788,2.99,0.0,2.72265625,False
array,100000,8,0.5,3.0,1,3,77582.56,3.0,134828121,2752,2.99,0.0,2.6875,False
array,100000,512,0.5,3.0,0,1,356.19,3.055,111399,51464,3.03,0.0,50.2578125,False
array,100000,512,0.5,3.0,0,2,347.17,3.042,104986,51468,3.02,0.0,50.26171875,False
array,100000,512,0.5,3.0,0,3,339.25,3.018,95104,51432,3.0,0.0,50.2265625,False
array,100000,512,0.5,3.0,1,1,692.49,3.004,270170,51888,2.98,0.01,50.671875,False
array,100000,512,0.5,3.0,1,2,685.74,3.033,270170,51912,3.02,0.0,50.6953125,False
array,100000,512,0.5,3.0,1,3,676.21,3.029,266257,51812,3.01,0.0,50.59765625,False
array,10000000,8,0.5,3.0,0,1,207.78,3.08,36655,89284,3.4,0.01,87.19140625,False
array,10000000,8,0.5,3.0,0,2,211.75,3.022,36655,89216,3.35,0.01,87.125,False
array,10000000,8,0.5,3.0,0,3,205.22,3.119,36655,89212,3.44,0.01,87.12109375,False
array,10000000,8,0.5,3.0,1,1,423.54,3.022,160084,128380,3.66,0.02,125.37109375,False
array,10000000,8,0.5,3.0,1,2,402.94,3.018,143981,128376,3.66,0.01,125.3671875,False
array,10000000,8,0.5,3.0,1,3,451.07,3.051,183140,128380,3.7,0.01,125.37109375,False
array,10000000,512,0.5,3.0,0,1,4.46,7.17,138,5011244,7.47,0.78,4893.79296875,False
array,10000000,512,0.5,3.0,0,2,4.38,7.298,138,5011132,7.62,0.77,4893.68359375,False
array,10000000,512,0.5,3.0,0,3,4.39,7.292,138,5011168,7.6,0.78,4893.71875,False
array,10000000,512,0.5,3.0,1,1,8.86,3.612,5297,5050152,4.26,0.79,4931.7890625,False
array,10000000,512,0.5,3.0,1,2,8.89,3.599,5297,5050344,4.26,0.78,4931.9765625,False
array,10000000,512,0.5,3.0,1,3,8.93,3.582,5297,5050048,4.24,0.77,4931.6875,False
linkedlist_seq,10,8,0.0,3.0,0,1,22622389.33,3.0,135734332,1472,2.99,0.0,1.4375,False
linkedlist_seq,10,8,0.0,3.0,0,2,22380032.0,3.0,134280186,1592,2.99,0.0,1.5546875,False
linkedlist_seq,10,8,0.0,3.0,0,3,22637461.33,3.0,135824762,1576,2.99,0.0,1.5390625,False
linkedlist_seq,10,8,0.0,3.0,1,1,17650634.67,3.0,127084568,1476,2.99,0.0,1.44140625,False
linkedlist_seq,10,8,0.0,3.0,1,2,17562389.33,3.0,126449200,1560,2.99,0.0,1.5234375,False
linkedlist_seq,10,8,0.0,3.0,1,3,16990191.67,3.0,101941189,1548,2.99,0.0,1.51171875,False
linkedlist_seq,10,512,0.0,3.0,0,1,22321856.0,3.0,133931132,1596,2.99,0.0,1.55859375,False
linkedlist_seq,10,512,0.0,3.0,0,2,22619104.0,3.0,135714620,1460,2.99,0.0,1.42578125,False
linkedlist_seq,10,512,0.0,3.0,0,3,22626989.79,3.0,135761980,1580,2.99,0.0,1.54296875,False
linkedlist_seq,10,512,0.0,3.0,1,1,17026703.66,3.0,102160258,1464,2.99,0.0,1.4296875,False
linkedlist_seq,10,512,0.0,3.0,1,2,17546592.0,3.0,78959669,1584,2.99,0.0,1.546875,False
linkedlist_seq,10,512,0.0,3.0,1,3,17484527.51,3.0,78680400,1464,2.99,0.0,1.4296875,False
linkedlist_seq,10,8388608,0.0,3.0,0,1,22748522.67,3.0,136491132,1480,2.99,0.0,1.4453125,False
linkedlist_seq,10,8388608,0.0,3.0,0,2,22735597.75,3.0,136413626,1472,2.99,0.0,1.4375,False
linkedlist_seq,10,8388608,0.0,3.0,0,3,22706925.76,3.0,136241600,1464,2.99,0.0,1.4296875,False
linkedlist_seq,10,8388608,0.0,3.0,1,1,17526063.49,3.0,78867314,1552,2.99,0.0,1.515625,False
linkedlist_seq,10,8388608,0.0,3.0,1,2,17483946.67,3.0,78677760,1592,2.99,0.0,1.5546875,False
linkedlist_seq,10,8388608,0.0,3.0,1,3,17062752.0,3.0,112614166,1620,2.99,0.0,1.58203125,False
linkedlist_seq,1000,8,0.0,3.0,0,1,23083104.0,3.0,97780496,1680,2.99,0.0,1.640625,False
linkedlist_seq,1000,8,0.0,3.0,0,2,23039349.33,3.0,65072368,1508,2.99,0.0,1.47265625,False
linkedlist_seq,1000,8,0.0,3.0,0,3,23136234.67,3.0,137550368,1652,2.99,0.0,1.61328125,False
linkedlist_seq,1000,8,0.0,3.0,1,1,2107008.83,3.0,1537216682,1656,2.99,0.0,1.6171875,False
linkedlist_seq,1000,8,0.0,3.0,1,2,2092337.85,3.0,1526509264,1616,2.99,0.0,1.578125,False
linkedlist_seq,1000,8,0.0,3.0,1,3,2055978.67,3.0,1523941581,1536,2.99,0.0,1.5,False
linkedlist_seq,1000,512,0.0,3.0,0,1,22167189.33,3.0,-587789312,1628,2.99,0.0,1.58984375,False
linkedlist_seq,1000,512,0.0,3.0,0,2,23050029.65,3.0,73058896,1492,2.99,0.0,1.45703125,False
linkedlist_seq,1000,512,0.0,3.0,0,3,23145770.67,3.0,144686496,1620,2.99,0.0,1.58203125,False
linkedlist_seq,1000,512,0.0,3.0,1,1,2050593.78,3.0,1519959002,1604,2.99,0.0,1.56640625,False
linkedlist_seq,1000,512,0.0,3.0,1,2,2069435.17,3.0,1557747723,1608,2.99,0.0,1.5703125,False
linkedlist_seq,1000,512,0.0,3.0,1,3,2045137.92,3.0,1515913275,1596,2.99,0.0,1.55859375,False
linkedlist_seq,100000,8,0.0,3.0,0,1,22727448.42,3.0,-168426512,4624,2.99,0.0,4.515625,False
linkedlist_seq,100000,8,0.0,3.0,0,2,22619413.33,3.0,-249283904,4604,2.99,0.0,4.49609375,False
linkedlist_seq,100000,8,0.0,3.0,0,3,22745024.0,3.0,-155235424,4516,2.99,0.0,4.41015625,False
linkedlist_seq,100000,8,0.0,3.0,1,1,12200.34,3.001,9130635,4896,3.0,0.0,4.78125,False
linkedlist_seq,100000,8,0.0,3.0,1,2,12137.8,3.003,9088931,4896,3.0,0.0,4.78125,False
linkedlist_seq,100000,8,0.0,3.0,1,3,12187.21,3.001,9123206,4780,2.99,0.0,4.66796875,False
linkedlist_seq,100000,512,0.0,3.0,0,1,22741208.42,3.0,-158126032,4624,3.0,0.0,4.515625,False
linkedlist_seq,100000,512,0.0,3.0,0,2,22636330.67,3.0,-236577664,4620,2.99,0.0,4.51171875,False
linkedlist_seq,100000,512,0.0,3.0,0,3,22604525.8,3.0,-260435984,4612,2.99,0.0,4.50390625,False
linkedlist_seq,100000,512,0.0,3.0,1,1,12234.63,3.0,9100132,4872,2.99,0.0,4.7578125,False
linkedlist_seq,100000,512,0.0,3.0,1,2,12218.78,3.001,9090867,4776,3.0,0.0,4.6640625,False
linkedlist_seq,100000,512,0.0,3.0,1,3,12228.57,3.001,9100132,4872,3.0,0.0,4.7578125,False
linkedlist_seq,10000000,8,0.0,3.0,0,1,22342602.67,3.0,-456469872,323412,3.51,0.11,315.83203125,False
