container,size,elem_size,ratio,test_duration,random_access,run_id,ops_per_second,actual_time_s,validation_checksum,peak_memory_kb,user_time_s,system_time_s,peak_memory_mb,error
unrolled_linkedlist_8,10000000,8,0.0,3.0,1,2,164.79,3.107,0,167536,3.68,0.07,163.609375,False
unrolled_linkedlist_8,10000000,8,0.0,3.0,1,1,169.35,3.023,0,167468,3.72,0.09,163.54296875,False
unrolled_linkedlist_8,10,512,0.01,3.0,0,0,43383530.67,3.0,0,1720,2.94,0.0,1.6796875,False
unrolled_linkedlist_8,10,512,0.01,3.0,0,1,38847274.67,3.0,0,1756,2.77,0.0,1.71484375,False
unrolled_linkedlist_8,10,512,0.01,3.0,0,2,48425504.0,3.0,0,1756,2.93,0.0,1.71484375,False
unrolled_linkedlist_8,10000000,8,0.0,3.0,1,0,164.21,3.118,0,167544,3.82,0.07,163.6171875,False
unrolled_linkedlist_8,10,512,0.01,3.0,1,0,38786794.67,3.0,0,1720,2.91,0.0,1.6796875,False
unrolled_linkedlist_8,10,512,0.01,3.0,1,1,36855264.0,3.0,0,1740,2.94,0.0,1.69921875,False
unrolled_linkedlist_8,10,512,0.01,3.0,1,2,39303712.0,3.0,0,1752,2.9,0.0,1.7109375,False
unrolled_linkedlist_8,10,8388608,0.01,3.0,0,0,42570762.67,3.0,0,1768,2.93,0.0,1.7265625,False
unrolled_linkedlist_8,10,8388608,0.01,3.0,0,1,47895360.0,3.0,0,1752,2.94,0.0,1.7109375,False
unrolled_linkedlist_8,10,8388608,0.01,3.0,0,2,45585237.33,3.0,0,1784,2.95,0.0,1.7421875,False
unrolled_linkedlist_8,10,8388608,0.01,3.0,1,0,38892576.0,3.0,0,1724,2.95,0.0,1.68359375,False
unrolled_linkedlist_8,10,8388608,0.01,3.0,1,1,39640949.33,3.0,0,1768,2.93,0.0,1.7265625,False
unrolled_linkedlist_8,10,8388608,0.01,3.0,1,2,42705237.33,3.0,0,1740,2.92,0.0,1.69921875,False
unrolled_linkedlist_8,1000,8,0.01,3.0,0,0,6309395.23,3.0,-332801962,1748,2.94,0.0,1.70703125,False
unrolled_linkedlist_8,1000,8,0.01,3.0,0,1,6010613.33,3.0,1737797173,1780,2.85,0.0,1.73828125,False
unrolled_linkedlist_8,1000,8,0.01,3.0,0,2,5747018.67,3.0,-221983372,1800,2.95,0.0,1.7578125,False
unrolled_linkedlist_8,1000,8,0.01,3.0,1,0,4219070.59,3.0,1248006367,1736,2.91,0.0,1.6953125,False
unrolled_linkedlist_8,1000,8,0.01,3.0,1,1,3988674.69,3.0,-468728642,1792,2.96,0.0,1.75,False
unrolled_linkedlist_8,1000,8,0.01,3.0,1,2,3994162.67,3.0,-410064388,1780,2.93,0.0,1.73828125,False
unrolled_linkedlist_8,1000,512,0.01,3.0,0,0,5464618.4,3.0,1894667406,1732,2.95,0.0,1.69140625,False
unrolled_linkedlist_8,1000,512,0.01,3.0,0,1,5469208.71,3.0,1928567373,1808,2.96,0.0,1.765625,False
unrolled_linkedlist_8,1000,512,0.01,3.0,0,2,4962725.7,3.0,-1836426411,1808,2.95,0.0,1.765625,False
unrolled_linkedlist_8,1000,512,0.01,3.0,1,0,3881310.71,3.0,-1248286707,1824,2.76,0.05,1.78125,False
unrolled_linkedlist_8,1000,512,0.01,3.0,1,1,4308704.0,3.0,1919481286,1784,2.95,0.0,1.7421875,False
unrolled_linkedlist_8,1000,512,0.01,3.0,1,2,4294473.24,3.0,1815241669,1756,2.92,0.0,1.71484375,False
unrolled_linkedlist_8,100000,8,0.01,3.0,0,0,65162.02,3.002,120760429,2880,2.95,0.0,2.8125,False
unrolled_linkedlist_8,100000,8,0.01,3.0,0,1,64352.86,3.0,117024413,2912,2.97,0.0,2.84375,False
unrolled_linkedlist_8,100000,8,0.01,3.0,0,2,61533.99,3.001,105608449,2896,2.97,0.0,2.828125,False
unrolled_linkedlist_8,100000,8,0.01,3.0,1,0,61116.69,3.001,152616589,3120,2.96,0.0,3.046875,False
unrolled_linkedlist_8,100000,8,0.01,3.0,1,1,58385.69,3.0,139976818,3456,2.94,0.0,3.375,False
unrolled_linkedlist_8,100000,512,0.01,3.0,0,0,62739.81,3.003,110357001,2984,2.96,0.0,2.9140625,False
unrolled_linkedlist_8,100000,8,0.01,3.0,1,2,59747.68,3.0,145856268,3512,2.96,0.0,3.4296875,False
unrolled_linkedlist_8,100000,512,0.01,3.0,0,1,61169.01,3.0,104667535,2944,2.97,0.0,2.875,False
unrolled_linkedlist_8,100000,512,0.01,3.0,0,2,61254.75,3.0,104921526,2880,2.92,0.0,2.8125,False
unrolled_linkedlist_8,100000,512,0.01,3.0,1,0,58380.32,3.0,140816504,3256,2.95,0.0,3.1796875,False
unrolled_linkedlist_8,100000,512,0.01,3.0,1,1,56544.3,3.001,133045870,3144,2.94,0.0,3.0703125,False
unrolled_linkedlist_8,100000,512,0.01,3.0,1,2,53597.07,3.0,120688941,3112,2.96,0.0,3.0390625,False
unrolled_linkedlist_8,10000000,8,0.01,3.0,0,0,43175.46,3.001,0,128576,3.16,0.04,125.5625,False
unrolled_linkedlist_8,10,8,0.1,3.0,0,0,48498446.7,3.002,0,1716,2.73,0.03,1.67578125,False
unrolled_linkedlist_8,10,8,0.1,3.0,0,1,49648629.33,3.0,0,1772,2.95,0.0,1.73046875,False
unrolled_linkedlist_8,10,8,0.1,3.0,0,2,49862965.33,3.0,0,1716,2.98,0.0,1.67578125,False
unrolled_linkedlist_8,10000000,8,0.01,3.0,0,1,44325.05,3.001,0,128504,3.25,0.05,125.4921875,False
unrolled_linkedlist_8,10,8,0.1,3.0,1,0,43117043.31,3.008,0,1784,2.93,0.01,1.7421875,False
unrolled_linkedlist_8,10000000,8,0.01,3.0,0,2,42294.26,3.001,0,128548,3.25,0.1,125.53515625,False
unrolled_linkedlist_8,10,8,0.1,3.0,1,1,34234313.92,3.0,0,1700,2.98,0.0,1.66015625,False
unrolled_linkedlist_8,10,8,0.1,3.0,1,2,36345237.33,3.0,0,1748,2.97,0.0,1.70703125,False
unrolled_linkedlist_8,10,512,0.1,3.0,0,0,36766293.33,3.0,0,1792,2.91,0.0,1.75,False
unrolled_linkedlist_8,10000000,8,0.01,3.0,1,0,159.92,3.002,0,167472,3.74,0.13,163.546875,False
unrolled_linkedlist_8,10000000,8,0.01,3.0,1,2,127.24,3.018,0,167464,3.86,0.09,163.5390625,False
unrolled_linkedlist_8,10000000,8,0.01,3.0,1,1,153.42,3.129,0,167472,3.87,0.14,163.546875,False
unrolled_linkedlist_8,10,512,0.1,3.0,0,1,48480362.67,3.0,0,1724,2.95,0.0,1.68359375,False
unrolled_linkedlist_8,10,512,0.1,3.0,0,2,35438016.0,3.0,0,1700,2.98,0.0,1.66015625,False
unrolled_linkedlist_8,10,512,0.1,3.0,1,0,32397770.67,3.0,0,1788,2.98,0.0,1.74609375,False
unrolled_linkedlist_8,10,512,0.1,3.0,1,1,33501454.83,3.0,0,1716,2.96,0.0,1.67578125,False
unrolled_linkedlist_8,10,512,0.1,3.0,1,2,33739712.0,3.0,0,1796,2.97,0.0,1.75390625,False
unrolled_linkedlist_8,10,8388608,0.1,3.0,0,0,46404298.67,3.0,0,1772,2.92,0.0,1.73046875,False
unrolled_linkedlist_8,10,8388608,0.1,3.0,0,1,44959552.0,3.0,0,1792,2.88,0.0,1.75,False
unrolled_linkedlist_8,10,8388608,0.1,3.0,0,2,50554229.33,3.0,0,1784,2.95,0.0,1.7421875,False
unrolled_linkedlist_8,10,8388608,0.1,3.0,1,0,43184746.67,3.0,0,1748,2.91,0.0,1.70703125,False
unrolled_linkedlist_8,10,8388608,0.1,3.0,1,1,37276693.33,3.0,0,1776,2.78,0.08,1.734375,False
unrolled_linkedlist_8,10,8388608,0.1,3.0,1,2,47198037.33,3.0,0,1720,2.99,0.0,1.6796875,False
unrolled_linkedlist_8,1000,8,0.1,3.0,0,0,3089473.4,3.0,-635342844,1824,2.99,0.0,1.78125,False
unrolled_linkedlist_8,1000,8,0.1,3.0,0,1,3181130.92,3.0,-17830822,1792,2.99,0.0,1.75,False
unrolled_linkedlist_8,1000,8,0.1,3.0,0,2,3197222.41,3.0,90182692,1820,2.99,0.0,1.77734375,False
unrolled_linkedlist_8,1000,8,0.1,3.0,1,0,3926925.48,3.0,716235194,1812,2.96,0.0,1.76953125,False
unrolled_linkedlist_8,1000,8,0.1,3.0,1,1,4395086.01,3.0,-415898764,1784,2.99,0.0,1.7421875,False
unrolled_linkedlist_8,1000,8,0.1,3.0,1,2,3972806.69,3.0,1026614013,1784,2.85,0.04,1.7421875,False
unrolled_linkedlist_8,1000,512,0.1,3.0,0,0,3091232.36,3.0,-623542501,1804,2.96,0.0,1.76171875,False
unrolled_linkedlist_8,1000,512,0.1,3.0,0,1,4997316.0,3.0,-631599600,1820,3.0,0.0,1.77734375,False
unrolled_linkedlist_8,1000,512,0.1,3.0,0,2,4786658.19,3.0,-2057233652,1760,2.99,0.0,1.71875,False
unrolled_linkedlist_8,1000,512,0.1,3.0,1,0,4267421.16,3.0,-1262664239,1784,2.99,0.0,1.7421875,False
linkedlist_rand,10000000,8,0.5,3.0,1,1,1.7,18.851,5400,479972,23.5,0.4,468.72265625,False
unrolled_linkedlist_8,1000,512,0.1,3.0,1,1,4304587.29,3.0,-1012600436,1752,2.99,0.0,1.7109375,False
unrolled_linkedlist_8,1000,512,0.1,3.0,1,2,4158577.17,3.0,-1998315753,1748,3.0,0.0,1.70703125,False
unrolled_linkedlist_8,100000,8,0.1,3.0,0,0,57864.26,3.001,80105635,3176,2.99,0.0,3.1015625,False
unrolled_linkedlist_8,100000,8,0.1,3.0,0,1,55545.72,3.0,71978019,3164,2.98,0.0,3.08984375,False
unrolled_linkedlist_8,100000,8,0.1,3.0,0,2,56105.3,3.0,73972015,3244,3.0,0.0,3.16796875,False
linkedlist_rand,10000000,8,0.5,3.0,1,2,1.66,19.25,5400,479932,24.35,0.37,468.68359375,False
unrolled_linkedlist_8,100000,8,0.1,3.0,1,0,41664.89,3.001,70768077,3688,2.99,0.0,3.6015625,False
unrolled_linkedlist_8,100000,8,0.1,3.0,1,1,42192.21,3.001,72427993,3724,2.97,0.0,3.63671875,False
unrolled_linkedlist_8,100000,8,0.1,3.0,1,2,40349.77,3.001,66559401,3704,2.99,0.0,3.6171875,False
linkedlist_rand,10000000,8,0.5,3.0,1,0,1.6,20.017,5400,479896,24.99,0.39,468.6484375,False
unrolled_linkedlist_8,100000,512,0.1,3.0,0,0,55425.0,3.001,71610840,3168,2.93,0.0,3.09375,False
unrolled_linkedlist_8,100000,512,0.1,3.0,0,1,51614.55,3.0,57327645,3244,2.79,0.01,3.16796875,False
unrolled_linkedlist_8,100000,512,0.1,3.0,0,2,55439.14,3.0,71662410,3244,3.0,0.0,3.16796875,False
unrolled_linkedlist_8,100000,512,0.1,3.0,1,0,41267.93,3.0,69383754,3396,3.0,0.0,3.31640625,False
unrolled_linkedlist_8,100000,512,0.1,3.0,1,1,41851.31,3.0,71155311,3516,2.99,0.01,3.43359375,False
unrolled_linkedlist_8,100000,512,0.1,3.0,1,2,41939.94,3.0,71393821,3380,2.99,0.0,3.30078125,False
unrolled_linkedlist_8,10000000,8,0.1,3.0,0,0,45049.23,3.0,0,128824,3.21,0.08,125.8046875,False
unrolled_linkedlist_8,10000000,8,0.1,3.0,0,1,46229.13,3.0,0,128900,3.24,0.13,125.87890625,False
unrolled_linkedlist_8,10,8,0.5,3.0,0,0,47420085.33,3.0,-1389525754,1720,2.97,0.0,1.6796875,False
unrolled_linkedlist_8,10000000,8,0.1,3.0,0,2,45739.06,3.001,0,128800,3.28,0.08,125.78125,False
unrolled_linkedlist_8,10,8,0.5,3.0,0,1,38491306.67,3.0,1389089484,1740,2.93,0.0,1.69921875,False
unrolled_linkedlist_8,10,8,0.5,3.0,0,2,41711306.67,3.0,-1304561295,1720,3.0,0.0,1.6796875,False
unrolled_linkedlist_8,10,8,0.5,3.0,1,0,37108448.0,3.0,415003305,1784,2.98,0.0,1.7421875,False
unrolled_linkedlist_8,10,8,0.5,3.0,1,1,36893098.67,3.0,-357425592,1720,2.98,0.0,1.6796875,False
unrolled_linkedlist_8,10,8,0.5,3.0,1,2,35061482.67,3.0,1638447544,1764,3.0,0.0,1.72265625,False
unrolled_linkedlist_8,10000000,8,0.1,3.0,1,0,179.68,3.028,0,167424,3.83,0.08,163.5,False
unrolled_linkedlist_8,10,512,0.5,3.0,0,0,39412800.0,3.0,0,1772,2.98,0.0,1.73046875,False
unrolled_linkedlist_8,10000000,8,0.1,3.0,1,1,183.91,3.132,0,167512,3.99,0.12,163.5859375,False
unrolled_linkedlist_8,10,512,0.5,3.0,0,1,42548800.0,3.0,0,1732,2.99,0.0,1.69140625,False
unrolled_linkedlist_8,10000000,8,0.1,3.0,1,2,174.35,3.12,0,167452,4.03,0.13,163.52734375,False
unrolled_linkedlist_8,10,512,0.5,3.0,0,2,46683680.0,3.0,0,1740,2.96,0.0,1.69921875,False
unrolled_linkedlist_8,10,512,0.5,3.0,1,0,32067712.0,3.0,1661435584,1716,2.92,0.0,1.67578125,False
unrolled_linkedlist_8,10,512,0.5,3.0,1,1,30094325.33,3.0,1690749260,1748,2.99,0.0,1.70703125,False
unrolled_linkedlist_8,10,512,0.5,3.0,1,2,29297696.0,3.0,-1762415704,1724,3.01,0.0,1.68359375,False
unrolled_linkedlist_8,10,8388608,0.5,3.0,0,0,41316501.33,3.0,1209421292,1736,3.01,0.0,1.6953125,False
unrolled_linkedlist_8,10,8388608,0.5,3.0,0,1,38227413.33,3.0,211194446,1772,2.71,0.11,1.73046875,False
unrolled_linkedlist_8,10,8388608,0.5,3.0,0,2,46096490.67,3.0,1236105468,1788,3.0,0.0,1.74609375,False
unrolled_linkedlist_8,10,8388608,0.5,3.0,1,0,35276117.33,3.0,-161843905,1716,2.99,0.0,1.67578125,False
unrolled_linkedlist_8,10,8388608,0.5,3.0,1,1,30684896.0,3.0,647878908,1788,3.0,0.0,1.74609375,False
unrolled_linkedlist_8,10,8388608,0.5,3.0,1,2,35616104.49,3.0,1381306138,1756,2.99,0.01,1.71484375,False
unrolled_linkedlist_8,1000,8,0.5,3.0,0,0,4379965.08,3.0,-960875845,1792,2.97,0.0,1.75,False
unrolled_linkedlist_8,1000,8,0.5,3.0,0,1,5283441.81,3.0,-1906713931,1816,2.97,0.0,1.7734375,False
unrolled_linkedlist_8,1000,8,0.5,3.0,0,2,5277747.8,3.0,2128627359,1760,2.99,0.0,1.71875,False
unrolled_linkedlist_8,1000,8,0.5,3.0,1,0,4700101.97,3.0,465475010,1732,2.97,0.02,1.69140625,False
unrolled_linkedlist_8,1000,8,0.5,3.0,1,1,4248882.5,3.0,-1231773864,1788,2.99,0.0,1.74609375,False
unrolled_linkedlist_8,1000,8,0.5,3.0,1,2,4423785.19,3.0,-572538698,1816,3.0,0.0,1.7734375,False
unrolled_linkedlist_8,1000,512,0.5,3.0,0,0,5089740.85,3.0,1440142744,1788,3.01,0.0,1.74609375,False
unrolled_linkedlist_8,1000,512,0.5,3.0,0,1,4988349.36,3.0,1069557977,1812,3.0,0.0,1.76953125,False
unrolled_linkedlist_8,1000,512,0.5,3.0,0,2,4631367.58,3.0,-239944599,1816,3.0,0.0,1.7734375,False
unrolled_linkedlist_8,1000,512,0.5,3.0,1,0,4122178.51,3.001,-1701263865,1764,2.97,0.0,1.72265625,False
unrolled_linkedlist_8,1000,512,0.5,3.0,1,1,4063035.94,3.0,-1942134822,1736,2.98,0.02,1.6953125,False
unrolled_linkedlist_8,1000,512,0.5,3.0,1,2,4181966.36,3.0,-1495976163,1800,2.99,0.0,1.7578125,False
unrolled_linkedlist_8,100000,8,0.5,3.0,0,0,41670.65,3.001,0,3432,3.01,0.01,3.3515625,False
unrolled_linkedlist_8,100000,8,0.5,3.0,0,1,41768.61,3.0,0,3376,3.0,0.01,3.296875,False
unrolled_linkedlist_8,100000,8,0.5,3.0,0,2,50826.28,3.0,16292136,3640,3.0,0.0,3.5546875,False
unrolled_linkedlist_8,100000,8,0.5,3.0,1,0,31592.3,3.0,23218504,3760,3.01,0.0,3.671875,False
unrolled_linkedlist_8,100000,8,0.5,3.0,1,1,27745.05,3.001,18206676,3768,3.01,0.0,3.6796875,False
unrolled_linkedlist_8,100000,8,0.5,3.0,1,2,28585.96,3.001,19294067,3768,3.02,0.0,3.6796875,False
unrolled_linkedlist_8,100000,512,0.5,3.0,0,0,43366.56,3.0,0,3508,3.01,0.01,3.42578125,False
unrolled_linkedlist_8,100000,512,0.5,3.0,0,1,40263.65,3.0,0,3440,2.8,0.04,3.359375,False
unrolled_linkedlist_8,100000,512,0.5,3.0,0,2,43739.88,3.001,0,3380,3.01,0.0,3.30078125,False
unrolled_linkedlist_8,100000,512,0.5,3.0,1,0,31676.38,3.0,23423843,3912,2.99,0.0,3.8203125,False
unrolled_linkedlist_8,100000,512,0.5,3.0,1,1,28789.9,3.001,19660679,3884,3.02,0.0,3.79296875,False
unrolled_linkedlist_8,100000,512,0.5,3.0,1,2,29271.29,3.001,20246953,3972,2.93,0.0,3.87890625,False
unrolled_linkedlist_8,10000000,8,0.5,3.0,0,0,46212.8,3.002,0,129348,3.37,0.07,126.31640625,False
unrolled_linkedlist_8,10000000,8,0.5,3.0,0,1,49291.77,3.001,0,129356,3.31,0.08,126.32421875,False
unrolled_linkedlist_8,10000000,8,0.5,3.0,0,2,48182.97,3.001,0,129368,3.34,0.09,126.3359375,False
unrolled_linkedlist_16,10,8,0.0,3.0,0,0,48869898.67,3.0,0,1720,3.01,0.0,1.6796875,False
unrolled_linkedlist_16,10,8,0.0,3.0,0,1,46958826.67,3.0,0,1784,3.0,0.01,1.7421875,False
unrolled_linkedlist_16,10,8,0.0,3.0,0,2,44527061.33,3.0,0,1784,3.0,0.0,1.7421875,False
unrolled_linkedlist_16,10,8,0.0,3.0,1,0,33604960.0,3.0,0,1784,2.96,0.0,1.7421875,False
unrolled_linkedlist_16,10,8,0.0,3.0,1,1,39179552.0,3.0,0,1756,2.98,0.02,1.71484375,False
unrolled_linkedlist_16,10,8,0.0,3.0,1,2,34753984.0,3.0,0,1748,3.01,0.0,1.70703125,False
unrolled_linkedlist_16,10,512,0.0,3.0,0,0,48176352.0,3.0,0,1736,3.01,0.0,1.6953125,False
unrolled_linkedlist_16,10,512,0.0,3.0,0,1,45934721.39,3.0,0,1752,3.0,0.0,1.7109375,False
unrolled_linkedlist_8,10000000,8,0.5,3.0,1,0,201.27,3.021,0,167540,3.99,0.1,163.61328125,False
unrolled_linkedlist_16,10,512,0.0,3.0,0,2,40558069.33,3.0,0,1756,2.99,0.01,1.71484375,False
unrolled_linkedlist_16,10,512,0.0,3.0,1,0,35584298.67,3.0,0,1756,2.99,0.0,1.71484375,False
unrolled_linkedlist_8,10000000,8,0.5,3.0,1,1,185.73,3.101,0,167464,4.08,0.09,163.5390625,False
unrolled_linkedlist_16,10,512,0.0,3.0,1,1,37638645.33,3.0,0,1768,2.99,0.01,1.7265625,False
unrolled_linkedlist_8,10000000,8,0.5,3.0,1,2,207.95,3.078,0,167440,4.06,0.16,163.515625,False
unrolled_linkedlist_16,10,512,0.0,3.0,1,2,38123790.09,3.0,0,1756,3.0,0.0,1.71484375,False
unrolled_linkedlist_16,10,8388608,0.0,3.0,0,0,49479072.0,3.0,0,1732,3.02,0.0,1.69140625,False
unrolled_linkedlist_16,10,8388608,0.0,3.0,0,1,43619477.33,3.0,0,1720,2.82,0.02,1.6796875,False
unrolled_linkedlist_16,10,8388608,0.0,3.0,0,2,43339744.0,3.0,0,1768,3.01,0.0,1.7265625,False
unrolled_linkedlist_16,10,8388608,0.0,3.0,1,0,40351264.0,3.0,0,1756,3.0,0.0,1.71484375,False
unrolled_linkedlist_16,10,8388608,0.0,3.0,1,1,38136554.67,3.0,0,1788,3.0,0.01,1.74609375,False
unrolled_linkedlist_16,10,8388608,0.0,3.0,1,2,40063818.67,3.0,0,1716,3.0,0.0,1.67578125,False
unrolled_linkedlist_16,1000,8,0.0,3.0,0,0,17648036.96,3.002,0,1712,2.99,0.0,1.671875,False
unrolled_linkedlist_16,1000,8,0.0,3.0,0,1,19065045.33,3.0,0,1756,3.0,0.0,1.71484375,False
unrolled_linkedlist_16,1000,8,0.0,3.0,0,2,18950933.33,3.0,0,1760,3.0,0.0,1.71875,False
unrolled_linkedlist_16,1000,8,0.0,3.0,1,0,16488197.17,3.0,0,1728,3.01,0.0,1.6875,False
unrolled_linkedlist_16,1000,8,0.0,3.0,1,1,16848293.05,3.0,0,1760,2.99,0.0,1.71875,False
unrolled_linkedlist_16,1000,8,0.0,3.0,1,2,16101077.33,3.0,0,1712,3.02,0.0,1.671875,False
unrolled_linkedlist_16,1000,512,0.0,3.0,0,0,19166884.28,3.0,0,1792,2.96,0.0,1.75,False
unrolled_linkedlist_16,1000,512,0.0,3.0,0,1,18181043.22,3.002,0,1780,3.0,0.0,1.73828125,False
unrolled_linkedlist_16,1000,512,0.0,3.0,0,2,19944533.33,3.0,0,1764,3.01,0.0,1.72265625,False
unrolled_linkedlist_16,1000,512,0.0,3.0,1,0,16074816.0,3.0,0,1712,3.01,0.0,1.671875,False
unrolled_linkedlist_16,1000,512,0.0,3.0,1,1,15675242.67,3.0,0,1796,3.01,0.0,1.75390625,False
unrolled_linkedlist_16,1000,512,0.0,3.0,1,2,16556800.0,3.0,0,1772,2.9,0.0,1.73046875,False
unrolled_linkedlist_16,100000,8,0.0,3.0,0,0,157852.46,3.0,0,2372,2.99,0.01,2.31640625,False
unrolled_linkedlist_16,100000,8,0.0,3.0,0,1,151568.79,3.0,0,2420,3.0,0.0,2.36328125,False
unrolled_linkedlist_16,100000,8,0.0,3.0,0,2,150171.34,3.0,0,2344,2.98,0.02,2.2890625,False
unrolled_linkedlist_16,100000,8,0.0,3.0,1,0,121847.59,3.0,0,2912,3.0,0.0,2.84375,False
unrolled_linkedlist_16,100000,8,0.0,3.0,1,1,124581.43,3.0,0,2980,3.0,0.01,2.91015625,False
unrolled_linkedlist_16,100000,8,0.0,3.0,1,2,123698.61,3.0,0,2864,3.01,0.0,2.796875,False
unrolled_linkedlist_16,100000,512,0.0,3.0,0,0,157815.16,3.0,0,2456,3.01,0.0,2.3984375,False
unrolled_linkedlist_16,100000,512,0.0,3.0,0,1,133089.95,3.0,0,2376,2.92,0.0,2.3203125,False
unrolled_linkedlist_16,100000,512,0.0,3.0,0,2,160208.57,3.0,0,2372,3.01,0.0,2.31640625,False
unrolled_linkedlist_16,100000,512,0.0,3.0,1,0,146468.12,3.0,0,2908,3.01,0.0,2.83984375,False
unrolled_linkedlist_16,100000,512,0.0,3.0,1,1,123267.23,3.0,0,2980,3.02,0.0,2.91015625,False
unrolled_linkedlist_16,100000,512,0.0,3.0,1,2,144737.26,3.0,0,2952,3.01,0.0,2.8828125,False
unrolled_linkedlist_16,10000000,8,0.0,3.0,0,0,65799.97,3.0,0,89484,3.1,0.03,87.38671875,False
unrolled_linkedlist_16,10000000,8,0.0,3.0,0,1,67457.36,3.0,0,89532,3.1,0.02,87.43359375,False
unrolled_linkedlist_16,10000000,8,0.0,3.0,0,2,67114.42,3.0,0,89456,3.09,0.02,87.359375,False
unrolled_linkedlist_16,10,8,0.01,3.0,0,0,43697952.0,3.0,0,1736,3.0,0.01,1.6953125,False
unrolled_linkedlist_16,10,8,0.01,3.0,0,1,46369589.33,3.0,0,1752,3.0,0.01,1.7109375,False
unrolled_linkedlist_16,10,8,0.01,3.0,0,2,41928672.0,3.0,0,1716,3.0,0.01,1.67578125,False
unrolled_linkedlist_16,10,8,0.01,3.0,1,0,36548273.0,3.0,0,1716,3.02,0.0,1.67578125,False
unrolled_linkedlist_16,10,8,0.01,3.0,1,1,37255413.33,3.0,0,1732,3.0,0.0,1.69140625,False
unrolled_linkedlist_16,10,8,0.01,3.0,1,2,40151562.67,3.0,0,1748,2.96,0.0,1.70703125,False
unrolled_linkedlist_16,10000000,8,0.0,3.0,1,0,274.38,3.032,0,128432,3.67,0.06,125.421875,False
unrolled_linkedlist_16,10,512,0.01,3.0,0,0,40034853.26,3.0,0,1740,2.97,0.0,1.69921875,False
unrolled_linkedlist_16,10,512,0.01,3.0,0,1,42185770.67,3.0,0,1764,3.0,0.0,1.72265625,False
unrolled_linkedlist_16,10,512,0.01,3.0,0,2,41746154.67,3.0,0,1784,2.96,0.02,1.7421875,False
unrolled_linkedlist_16,10000000,8,0.0,3.0,1,1,270.94,3.071,0,128392,3.68,0.13,125.3828125,False
unrolled_linkedlist_16,10000000,8,0.0,3.0,1,2,270.81,3.072,0,128556,3.78,0.11,125.54296875,False
unrolled_linkedlist_16,10,512,0.01,3.0,1,0,30317504.0,3.0,0,1752,3.0,0.0,1.7109375,False
unrolled_linkedlist_16,10,512,0.01,3.0,1,1,30138069.33,3.0,0,1756,2.99,0.02,1.71484375,False
unrolled_linkedlist_16,10,512,0.01,3.0,1,2,32107168.0,3.0,0,1784,2.98,0.01,1.7421875,False
unrolled_linkedlist_16,10,8388608,0.01,3.0,0,0,42513546.67,3.0,0,1784,3.02,0.0,1.7421875,False
unrolled_linkedlist_16,10,8388608,0.01,3.0,0,1,41559797.33,3.0,0,1748,2.83,0.02,1.70703125,False
unrolled_linkedlist_16,10,8388608,0.01,3.0,0,2,45117237.33,3.0,0,1716,3.01,0.0,1.67578125,False
unrolled_linkedlist_16,10,8388608,0.01,3.0,1,0,45002816.0,3.0,0,1744,2.98,0.0,1.703125,False
unrolled_linkedlist_16,10,8388608,0.01,3.0,1,1,34180416.0,3.0,0,1752,3.01,0.0,1.7109375,False
unrolled_linkedlist_16,10,8388608,0.01,3.0,1,2,38059146.67,3.0,0,1748,2.98,0.02,1.70703125,False
unrolled_linkedlist_16,1000,8,0.01,3.0,0,0,10557326.3,3.0,1078276431,1732,3.0,0.0,1.69140625,False
unrolled_linkedlist_16,1000,8,0.01,3.0,0,1,10804391.07,3.0,-1387139369,1716,3.0,0.0,1.67578125,False
unrolled_linkedlist_16,1000,8,0.01,3.0,0,2,11115722.67,3.0,925045247,1800,3.01,0.0,1.7578125,False
unrolled_linkedlist_16,1000,8,0.01,3.0,1,0,9383702.62,3.0,977794579,1756,2.99,0.0,1.71484375,False
unrolled_linkedlist_16,1000,8,0.01,3.0,1,1,9040332.49,3.0,-1582407656,1776,3.0,0.0,1.734375,False
unrolled_linkedlist_16,1000,8,0.01,3.0,1,2,9266823.0,3.0,86489119,1780,2.98,0.0,1.73828125,False
unrolled_linkedlist_16,1000,512,0.01,3.0,0,0,10976110.02,3.0,-132034365,1724,3.0,0.01,1.68359375,False
unrolled_linkedlist_16,1000,512,0.01,3.0,0,1,10896608.0,3.0,-716970523,1736,2.99,0.0,1.6953125,False
unrolled_linkedlist_16,1000,512,0.01,3.0,0,2,10909514.42,3.0,-622839154,1800,2.9,0.0,1.7578125,False
unrolled_linkedlist_16,1000,512,0.01,3.0,1,0,9513390.99,3.0,1916189584,1760,3.0,0.0,1.71875,False
unrolled_linkedlist_16,1000,512,0.01,3.0,1,1,9353476.43,3.0,728794508,1780,2.98,0.0,1.73828125,False
unrolled_linkedlist_16,1000,512,0.01,3.0,1,2,9343951.81,3.002,693804368,1724,2.96,0.01,1.68359375,False
unrolled_linkedlist_16,100000,8,0.01,3.0,0,0,98332.77,3.0,297270933,2748,3.0,0.0,2.68359375,False
unrolled_linkedlist_16,100000,8,0.01,3.0,0,1,98486.48,3.001,298324272,2792,2.96,0.0,2.7265625,False
unrolled_linkedlist_16,100000,8,0.01,3.0,0,2,97885.42,3.001,295469933,2736,3.0,0.0,2.671875,False
unrolled_linkedlist_16,100000,8,0.01,3.0,1,0,91466.48,3.0,304827435,3124,2.99,0.0,3.05078125,False
